[00:07:02	]reece has connected.
[22:20:42	]John Rebel ran 'Equip' on item 'M16A2' (#2688655)
[22:20:42	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:42	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:42	]C24:i3.UNION-36 destroyed a 'MP7A1' #2688573.
[22:20:42	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:42	]C24:i5.COURIER-06 ran 'Equip' on item 'Model 870' (#2688678)
[22:20:43	]Esteban Torres ran SAM command 'bring' with arguments: '50'
[22:20:43	]C24:RCT.YELLO-11 has gained 0 chips.
[22:20:43	]C24:RCT.YELLO-11 has gained a 'Model 870' #2688679.
[22:20:43	]Esteban Torres entered observer.
[22:20:44	]C24.RL.KRAHSLAYER-77 used the 'John Doe' vendor.
[22:20:44	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:44	]C24:i69.AMPUTADO-420 has fired a toolgun with the name: remover
[22:20:45	]C24:i3.UNION-36 ran 'EquipUn' on item 'G3A3' (#2688643)
[22:20:46	]C24.CPT.KRAAS-44 ran 'EquipUn' on item 'AKM' (#2688648)
[22:20:46	]C24:RCT.YELLO-11 ran 'Equip' on item 'Model 870' (#2688679)
[22:20:47	]C24:i3.DEFENDER-50 used the 'John Doe' vendor.
[22:20:48	]Esteban Torres exited observer at their location.
[22:20:48	]C24.CPT.KRAAS-44 used the 'John Doe' vendor.
[22:20:48	]C24:i3.UNION-36 used command '/ToggleRaise'.
[22:20:50	]Arnold White has gained 0 chips.
[22:20:50	]Arnold White has gained a 'Overwatch Heavy Shotgun' #2688680.
[22:20:50	]Testy Mc Test Face ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688677)
[22:20:50	]C24:i5.COURIER-06 used command '/Announce no ota shotgun either'.
[22:20:50	]C24:i3.DEFENDER-50 ran 'EquipUn' on item 'AKM' (#2688675)
[22:20:50	]Testy Mc Test Face ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688677)
[22:20:51	]Esteban Torres used command '/ToggleRaise'.
[22:20:51	]C24.CPT.KRAAS-44 has gained 0 chips.
[22:20:51	]Testy Mc Test Face ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688677)
[22:20:51	]C24:i3.DEFENDER-50 used the 'John Doe' vendor.
[22:20:52	]C24:i5.COURIER-06 ran 'EquipUn' on item 'Model 870' (#2688678)
[22:20:52	]Testy Mc Test Face ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688677)
[22:20:53	]Arnold White ran 'drop' on item 'Overwatch Heavy Shotgun' (#2688680)
[22:20:53	]Arnold White has lost a 'Overwatch Heavy Shotgun' #2688680.
[22:20:53	]C24:i5.COURIER-06 ran 'Equip' on item 'Model 870' (#2688678)
[22:20:53	]Adalia Torres ran SAM command 'bring' with arguments: 'gun'
[22:20:53	]Testy Mc Test Face ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688677)
[22:20:53	]C24:i3.DEFENDER-50 has gained 0 chips.
[22:20:54	]Testy Mc Test Face ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688677)
[22:20:54	]Arnold White used the 'John Doe' vendor.
[22:20:54	]Pavel Artyomov has gained 0 chips.
[22:20:54	]Pavel Artyomov has gained a 'Model 870' #2688681.
[22:20:55	]Hank J. Wimleton has gained 0 chips.
[22:20:55	]Hank J. Wimleton has gained a 'Model 870' #2688682.
[22:20:56	]Esteban Torres used command '/Announce yeah no ota shotgun'.
[22:20:57	]C24:i3.UNION-36 used the 'John Doe' vendor.
[22:20:58	]Adalia Torres has spawned a 'NPC [6408][npc_vj_hlrdc_keller]'.
[22:20:58	]Pavel Artyomov ran 'Equip' on item 'Model 870' (#2688681)
[22:20:58	]C24:i3.DEFENDER-50 has gained 0 chips.
[22:20:58	]Adalia Torres exited observer at their location.
[22:20:58	]C24:i3.DEFENDER-50 has gained a 'Overwatch Heavy Shotgun' #2688683.
[22:20:58	]Esteban Torres has hit Hank J. Wimleton in the right leg dealing 6 damage (CritChance was 0.24).
[22:20:58	]Hank J. Wimleton has taken 6 damage from Esteban Torres.
[22:20:58	]Pavel Artyomov used command '/ToggleRaise'.
[22:20:59	]Bob Good used the 'John Doe' vendor.
[22:20:59	]C24:i3.UNION-36 has gained 0 chips.
[22:21:00	]Testy Mc Test Face ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688677)
[22:21:00	]C24:i3.DEFENDER-50 ran 'Equip' on item 'Overwatch Heavy Shotgun' (#2688683)
[22:21:01	]Hank J. Wimleton is fully healed.
[22:21:01	]Testy Mc Test Face ran 'drop' on item 'Overwatch Heavy Shotgun' (#2688677)
[22:21:01	]Testy Mc Test Face has lost a 'Overwatch Heavy Shotgun' #2688677.
[22:21:02	]C24.RL.KRAHSLAYER-77 has gained 0 chips.
[22:21:02	]C24.RL.KRAHSLAYER-77 has gained a 'MP-155' #2688684.
[22:21:02	]Adalia Torres ran 'drop' on item 'AKM' (#2688676)
[22:21:02	]Adalia Torres has lost a 'AKM' #2688676.
[22:21:02	]Esteban Torres has critically hit npc_vj_hlrdc_keller in the stomach dealing 19 damage (CritChance was 0.58).
[22:21:02	]Esteban Torres has critically hit Adalia Torres in the left arm dealing 15 damage (CritChance was 0.24).
[22:21:02	]Adalia Torres has taken 15 damage from Esteban Torres.
[22:21:02	]Esteban Torres has hit npc_vj_hlrdc_keller in the stomach dealing 10 damage (CritChance was 0.58).
[22:21:02	]Hank J. Wimleton ran 'Equip' on item 'Model 870' (#2688682)
[22:21:02	]Esteban Torres has critically hit npc_vj_hlrdc_keller in the stomach dealing 19 damage (CritChance was 0.58).
[22:21:03	]John Rebel ran 'EquipUn' on item 'M16A2' (#2688655)
[22:21:03	]Esteban Torres has hit npc_vj_hlrdc_keller in the stomach dealing 10 damage (CritChance was 0.58).
[22:21:03	]Esteban Torres has critically hit npc_vj_hlrdc_keller in the stomach dealing 19 damage (CritChance was 0.58).
[22:21:03	]Adalia Torres ran 'drop' on item 'AKSU' (#2688542)
[22:21:03	]Adalia Torres has lost a 'AKSU' #2688542.
[22:21:03	]Esteban Torres has hit npc_vj_hlrdc_keller in the stomach dealing 10 damage (CritChance was 0.58).
[22:21:03	]Testy Mc Test Face used the 'John Doe' vendor.
[22:21:03	]Esteban Torres has hit npc_vj_hlrdc_keller in the right arm dealing 6 damage (CritChance was 0.43).
[22:21:03	]Esteban Torres has hit npc_vj_hlrdc_keller in the chest dealing 12 damage (CritChance was 0.43).
[22:21:03	]Esteban Torres has hit npc_vj_hlrdc_keller in the chest dealing 12 damage (CritChance was 0.43).
[22:21:03	]Esteban Torres has hit npc_vj_hlrdc_keller in the chest dealing 12 damage (CritChance was 0.43).
[22:21:04	]Esteban Torres has critically hit npc_vj_hlrdc_keller in the chest dealing 22 damage (CritChance was 0.43).
[22:21:04	]Esteban Torres has hit npc_vj_hlrdc_keller in the chest dealing 12 damage (CritChance was 0.43).
[22:21:04	]Esteban Torres has critically hit npc_vj_hlrdc_keller in the right arm dealing 15 damage (CritChance was 0.43).
[22:21:04	]Adalia Torres ran 'drop' on item 'HK USP .45' (#2688442)
[22:21:04	]Adalia Torres has lost a 'HK USP .45' #2688442.
[22:21:04	]Esteban Torres has hit npc_vj_hlrdc_keller in the chest dealing 12 damage (CritChance was 0.43).
[22:21:04	]C24.CPT.KRAAS-44 has gained 0 chips.
[22:21:04	]Esteban Torres has hit npc_vj_hlrdc_keller in the chest dealing 12 damage (CritChance was 0.43).
[22:21:04	]C24.CPT.KRAAS-44 has gained a 'MP-155' #2688685.
[22:21:04	]Esteban Torres has critically hit npc_vj_hlrdc_keller in the chest dealing 22 damage (CritChance was 0.43).
[22:21:04	]John Rebel ran 'drop' on item 'M16A2' (#2688655)
[22:21:04	]John Rebel has lost a 'M16A2' #2688655.
[22:21:04	]Hank J. Wimleton used command '/ToggleRaise'.
[22:21:04	]Esteban Torres has critically hit npc_vj_hlrdc_keller in the chest dealing 22 damage (CritChance was 0.43).
[22:21:04	]Esteban Torres has critically hit npc_vj_hlrdc_keller in the head dealing 30 damage (CritChance was 0.14).
[22:21:04	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'MP-155' (#2688684)
[22:21:05	]Esteban Torres has hit npc_vj_hlrdc_keller in the head dealing 15 damage (CritChance was 0.14).
[22:21:05	]Esteban Torres has hit npc_vj_hlrdc_keller in the right arm dealing 6 damage (CritChance was 0.43).
[22:21:05	]Adalia Torres is fully healed.
[22:21:05	]Esteban Torres has hit npc_vj_hlrdc_keller in the head dealing 15 damage (CritChance was 0.14).
[22:21:05	]Esteban Torres has hit npc_vj_hlrdc_keller in the head dealing 15 damage (CritChance was 0.14).
[22:21:05	]Esteban Torres has hit npc_vj_hlrdc_keller in the head dealing 15 damage (CritChance was 0.14).
[22:21:05	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:21:05	]Esteban Torres has hit npc_vj_hlrdc_keller in the chest dealing 12 damage (CritChance was 0.43).
[22:21:05	]Esteban Torres has critically hit npc_vj_hlrdc_keller in the chest dealing 22 damage (CritChance was 0.43).
[22:21:06	]Esteban Torres has hit npc_vj_hlrdc_keller in the chest dealing 12 damage (CritChance was 0.43).
[22:21:06	]C24:i3.DEFENDER-50 ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688683)
[22:21:07	][OOC] Tyrone Gun: admins u crashed me with ur headcrab canisters yoiu minghe
[22:21:08	]C24.CPT.KRAAS-44 ran 'Equip' on item 'MP-155' (#2688685)
[22:21:08	]John Rebel used the 'John Doe' vendor.
[22:21:08	]Esteban Torres ran SAM command 'hp' with arguments: '*' '100'
[22:21:08	]C24:i69.AMPUTADO-420 has given himself a jnk_duplet.
[22:21:09	]C24:i69.AMPUTADO-420 has gained a 'Duplet' #2688686.
[22:21:09	]C24:i3.DEFENDER-50 used the 'John Doe' vendor.
[22:21:09	]C24:i3.UNION-36 has gained 0 chips.
[22:21:09	]C24:i3.UNION-36 has gained a 'MP-155' #2688687.
[22:21:10	]Esteban Torres ran SAM command 'armor' with arguments: '*' '50'
[22:21:11	]Esteban Torres entered observer.
[22:21:11	]C24:i3.DEFENDER-50 has gained 0 chips.
[22:21:12	]Esteban Torres exited observer at their location.
[22:21:12	][Y] Adalia Torres: You killed him!!!
[22:21:13	]C24:i4.UNION-38 has gained 0 chips.
[22:21:13	]C24:i4.UNION-38 has gained a 'MP-155' #2688688.
[22:21:13	]C24:i3.UNION-36 ran 'Equip' on item 'MP-155' (#2688687)
[22:21:13	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'MP-155' (#2688684)
[22:21:14	][OOC] C24:i5.COURIER-06: troleld
[22:21:14	]C24:i69.AMPUTADO-420 ran 'drop' on item 'Duplet' (#2688686)
[22:21:14	]C24:i69.AMPUTADO-420 has lost a 'Duplet' #2688686.
[22:21:14	]Bob Good has gained 0 chips.
[22:21:14	]Bob Good has gained a 'Model 870' #2688689.
[22:21:15	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'MP-155' (#2688684)
[22:21:16	]C24:i4.UNION-38 ran 'Equip' on item 'MP-155' (#2688688)
[22:21:16	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'MP-155' (#2688684)
[22:21:16	][OOC] Esteban Torres: that was map canisters ok not us
[22:21:17	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'MP-155' (#2688684)
[22:21:17	]C24.RL.KRAHSLAYER-77 ran 'EquipUn' on item 'MP-155' (#2688684)
[22:21:18	]Hank J. Wimleton has hit Bob Good in the chest dealing 6 damage (CritChance was 0.18).
[22:21:18	]Bob Good has taken 6 damage from Hank J. Wimleton.
[22:21:18	]C24.RL.KRAHSLAYER-77 ran 'Equip' on item 'MP-155' (#2688684)
[22:21:19	]C24:i3.UNION-36 used the 'John Doe' vendor.
[22:21:19	]C24:i4.UNION-38 ran 'EquipUn' on item 'MP-155' (#2688688)
[22:21:20	]Bob Good ran 'Equip' on item 'Model 870' (#2688689)
[22:21:20	]C24:i4.UNION-38 ran 'Equip' on item 'MP-155' (#2688688)
[22:21:20	]Arnold White used the 'John Doe' vendor.
[22:21:21	][OOC] Esteban Torres: i clickied a button and it did that
[22:21:21	]John Rebel has gained 0 chips.
[22:21:21	]John Rebel has gained a 'Spas-12' #2688690.
[22:21:21	]C24:i69.AMPUTADO-420 has given himself a res_870.
[22:21:21	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:21:21	]C24:i69.AMPUTADO-420 has gained a 'Model 870' #2688691.
[22:21:22	]C24:i4.UNION-38 used the 'John Doe' vendor.
[22:21:22	]Bob Good ran 'EquipUn' on item 'Model 870' (#2688689)
[22:21:23	]Adalia Torres has given himself a gen_1014.
[22:21:23	]Adalia Torres has gained a 'M1014' #2688692.
[22:21:23	]C24:i3.UNION-36 ran 'EquipUn' on item 'CV-2000 Stun Baton' (#2345256)
[22:21:23	]Bob Good ran 'Equip' on item 'Model 870' (#2688689)
[22:21:23	]Testy Mc Test Face has gained 0 chips.
[22:21:23	]Testy Mc Test Face has gained a 'MP-155' #2688693.
[22:21:24	]Pavel Artyomov used command '/ActSit 2'.
[22:21:24	]C24:i5.COURIER-06 ran 'EquipUn' on item 'Model 870' (#2688678)
[22:21:25	]Bob Good ran 'EquipUn' on item 'Model 870' (#2688689)
[22:21:25	]C24:i5.COURIER-06 ran 'Equip' on item 'Model 870' (#2688678)
[22:21:25	]C24:i3.UNION-36 used the 'John Doe' vendor.
[22:21:25	]C24:i69.AMPUTADO-420 ran 'drop' on item 'Model 870' (#2688691)
[22:21:25	]C24:i69.AMPUTADO-420 has lost a 'Model 870' #2688691.
[22:21:25	]Pavel Artyomov used command '/ExitAct'.
[22:21:26	]Esteban Torres entered observer.
[22:21:26	]Bob Good ran 'Equip' on item 'Model 870' (#2688689)
[22:21:27	]C24:i3.DEFENDER-50 has gained 0 chips.
[22:21:27	]C24:i3.DEFENDER-50 has gained a 'MP-155' #2688694.
[22:21:27	]Testy Mc Test Face ran 'Equip' on item 'MP-155' (#2688693)
[22:21:27	]Bob Good ran 'EquipUn' on item 'Model 870' (#2688689)
[22:21:27	]C24:i4.UNION-38 has gained 0 chips.
[22:21:27	]C24:i5.COURIER-06 entered observer.
[22:21:27	]C24:i4.UNION-38 has gained a 'Model 870' #2688695.
[22:21:28	]Arnold White has gained 0 chips.
[22:21:28	]Arnold White has gained a 'Model 870' #2688696.
[22:21:28	]Bob Good ran 'Equip' on item 'Model 870' (#2688689)
[22:21:29	]C24:i3.DEFENDER-50 has gained 0 chips.
[22:21:29	]C24:i3.DEFENDER-50 has gained a 'Model 870' #2688697.
[22:21:29	]Tyrone Gun used the 'John Doe' vendor.
[22:21:30	]Arnold White ran 'Equip' on item 'Model 870' (#2688696)
[22:21:30	]Pavel Artyomov used command '/ActSit 5'.
[22:21:30	]Esteban Torres ran 'drop' on item 'M16A2' (#2688674)
[22:21:30	]Esteban Torres has lost a 'M16A2' #2688674.
[22:21:30	]C24:i4.UNION-38 ran 'drop' on item 'MP-155' (#2688688)
[22:21:30	]C24:i4.UNION-38 has lost a 'MP-155' #2688688.
[22:21:31	]Arnold White used command '/ToggleRaise'.
[22:21:31	]C24:i4.UNION-38 used the 'John Doe' vendor.
[22:21:32	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:21:33	]Esteban Torres ran 'Equip' on item 'M1014' (#2688560)
[22:21:33	]C24:i3.UNION-36 has gained 0 chips.
[22:21:33	]C24:i3.UNION-36 has gained a 'Model 870' #2688698.
[22:21:33	]C24:i5.COURIER-06 has used a context menu option with the name: ixpropviewowner
[22:21:35	]C24:i3.DEFENDER-50 ran 'drop' on item 'MP-155' (#2688694)
[22:21:35	]C24:i3.DEFENDER-50 has lost a 'MP-155' #2688694.
[22:21:36	]C24:i4.UNION-38 has gained 0 chips.
[22:21:36	]C24:i4.UNION-38 has gained a 'Model 870' #2688699.
[22:21:37	][Y] Testy Mc Test Face: HOLY SHIT ITS JUST LIKE TARKOV.
[22:21:37	]C24:i3.UNION-36 used the 'John Doe' vendor.
[22:21:38	]Adalia Torres has fired a toolgun with the name: creator
[22:21:38	]Adalia Torres has spawned a 'Entity [6643][arccw_ammo_buckshot_large]'.
[22:21:38	][IC] Pavel Artyomov: My wheelchair now.
[22:21:38	]Adalia Torres has fired a toolgun with the name: creator
[22:21:38	]Adalia Torres has spawned a 'Entity [6644][arccw_ammo_buckshot_large]'.
[22:21:38	]Adalia Torres has fired a toolgun with the name: creator
[22:21:38	]Adalia Torres has spawned a 'Entity [6645][arccw_ammo_buckshot_large]'.
[22:21:38	]John Rebel has gained 0 chips.
[22:21:38	]Adalia Torres has fired a toolgun with the name: creator
[22:21:38	]Adalia Torres has spawned a 'Entity [6647][arccw_ammo_buckshot_large]'.
[22:21:38	]Esteban Torres ran 'EquipUn' on item 'M1014' (#2688560)
[22:21:39	]Adalia Torres has fired a toolgun with the name: creator
[22:21:39	]Adalia Torres has spawned a 'Entity [6648][arccw_ammo_buckshot_large]'.
[22:21:39	]Adalia Torres has fired a toolgun with the name: creator
[22:21:39	]Adalia Torres has spawned a 'Entity [6643][arccw_ammo_buckshot_large]'.
[22:21:39	]John Rebel has gained 0 chips.
[22:21:39	]Adalia Torres has fired a toolgun with the name: creator
[22:21:39	]Adalia Torres has spawned a 'Entity [6649][arccw_ammo_buckshot_large]'.
[22:21:39	]Adalia Torres has fired a toolgun with the name: creator
[22:21:39	]Adalia Torres has spawned a 'Entity [6644][arccw_ammo_buckshot_large]'.
[22:21:39	]Adalia Torres has fired a toolgun with the name: creator
[22:21:39	]Adalia Torres has spawned a 'Entity [6651][arccw_ammo_buckshot_large]'.
[22:21:39	]C24:i4.UNION-38 ran 'drop' on item 'Model 870' (#2688699)
[22:21:39	]C24:i4.UNION-38 has lost a 'Model 870' #2688699.
[22:21:39	]Adalia Torres has fired a toolgun with the name: creator
[22:21:39	]Adalia Torres has spawned a 'Entity [6658][arccw_ammo_buckshot_large]'.
[22:21:39	]C24:i3.DEFENDER-50 ran 'Equip' on item 'Model 870' (#2688697)
[22:21:40	]C24:i3.UNION-36 has gained 0 chips.
[22:21:40	]Adalia Torres has fired a toolgun with the name: creator
[22:21:40	]Adalia Torres has spawned a 'Entity [6544][arccw_ammo_buckshot_large]'.
[22:21:40	]Esteban Torres ran 'Equip' on item 'M1014' (#2688560)
[22:21:40	]Adalia Torres has fired a toolgun with the name: creator
[22:21:40	]Adalia Torres has spawned a 'Entity [6647][arccw_ammo_buckshot_large]'.
[22:21:40	]Adalia Torres has fired a toolgun with the name: creator
[22:21:40	]Adalia Torres has spawned a 'Entity [6662][arccw_ammo_buckshot_large]'.
[22:21:40	]Adalia Torres has fired a toolgun with the name: creator
[22:21:40	]Adalia Torres has spawned a 'Entity [6648][arccw_ammo_buckshot_large]'.
[22:21:40	]Adalia Torres has fired a toolgun with the name: creator
[22:21:40	]Adalia Torres has spawned a 'Entity [6663][arccw_ammo_buckshot_large]'.
[22:21:40	]Adalia Torres has fired a toolgun with the name: creator
[22:21:40	]Adalia Torres has spawned a 'Entity [6643][arccw_ammo_buckshot_large]'.
[22:21:41	]Esteban Torres ran 'EquipUn' on item 'M1014' (#2688560)
[22:21:41	]Adalia Torres has fired a toolgun with the name: creator
[22:21:41	]Adalia Torres has spawned a 'Entity [6664][arccw_ammo_buckshot_large]'.
[22:21:41	]Adalia Torres has fired a toolgun with the name: creator
[22:21:41	]Adalia Torres has spawned a 'Entity [6649][arccw_ammo_buckshot_large]'.
[22:21:41	]Adalia Torres has fired a toolgun with the name: creator
[22:21:41	]Adalia Torres has spawned a 'Entity [6665][arccw_ammo_buckshot_large]'.
[22:21:41	]Tyrone Gun ran 'drop' on item 'G3A3' (#2688656)
[22:21:41	]Tyrone Gun has lost a 'G3A3' #2688656.
[22:21:41	]Adalia Torres has fired a toolgun with the name: creator
[22:21:41	]Adalia Torres has spawned a 'Entity [6667][arccw_ammo_buckshot_large]'.
[22:21:41	]Adalia Torres has fired a toolgun with the name: creator
[22:21:41	]Adalia Torres has spawned a 'Entity [6668][arccw_ammo_buckshot_large]'.
[22:21:41	]Adalia Torres has fired a toolgun with the name: creator
[22:21:41	]Adalia Torres has spawned a 'Entity [6669][arccw_ammo_buckshot_large]'.
[22:21:42	]Adalia Torres has fired a toolgun with the name: creator
[22:21:42	]Adalia Torres has spawned a 'Entity [6645][arccw_ammo_buckshot_large]'.
[22:21:42	]Adalia Torres has fired a toolgun with the name: creator
[22:21:42	]Adalia Torres has spawned a 'Entity [6660][arccw_ammo_buckshot_large]'.
[22:21:42	]Esteban Torres ran 'Equip' on item 'M1014' (#2688560)
[22:21:42	]Adalia Torres has fired a toolgun with the name: creator
[22:21:42	]Adalia Torres has spawned a 'Entity [6633][arccw_ammo_buckshot_large]'.
[22:21:42	]Adalia Torres has fired a toolgun with the name: creator
[22:21:42	]Adalia Torres has spawned a 'Entity [6644][arccw_ammo_buckshot_large]'.
[22:21:42	]Adalia Torres has fired a toolgun with the name: creator
[22:21:42	]Adalia Torres has spawned a 'Entity [6649][arccw_ammo_buckshot_large]'.
[22:21:42	]Esteban Torres ran 'EquipUn' on item 'M1014' (#2688560)
[22:21:42	]C24:i4.UNION-38 ran 'take' on item 'MP-155' (#2688694)
[22:21:42	]C24:i4.UNION-38 has gained a 'MP-155' #2688694.
[22:21:43	]Adalia Torres has fired a toolgun with the name: creator
[22:21:43	]Adalia Torres has spawned a 'Entity [6648][arccw_ammo_buckshot_large]'.
[22:21:43	]Adalia Torres has fired a toolgun with the name: creator
[22:21:43	]Adalia Torres has spawned a 'Entity [6645][arccw_ammo_buckshot_large]'.
[22:21:43	]John Rebel ran 'drop' on item 'Spas-12' (#2688690)
[22:21:43	]John Rebel has lost a 'Spas-12' #2688690.
[22:21:43	]Adalia Torres has fired a toolgun with the name: creator
[22:21:43	]Adalia Torres has spawned a 'Entity [6662][arccw_ammo_buckshot_large]'.
[22:21:43	]Adalia Torres has fired a toolgun with the name: creator
[22:21:43	]Adalia Torres has spawned a 'Entity [6647][arccw_ammo_buckshot_large]'.
[22:21:43	]Esteban Torres ran 'Equip' on item 'M1014' (#2688560)
[22:21:43	]Adalia Torres has fired a toolgun with the name: creator
[22:21:43	]Adalia Torres has spawned a 'Entity [6644][arccw_ammo_buckshot_large]'.
[22:21:43	]C24:i3.UNION-36 used command '/ToggleRaise'.
