[01:37:58	]Robert has connected.
[18:06:40	]C24:i4.XRAY-81 used command '/AreaEdit'.
[18:09:02	]C24:i4.XRAY-81 has added area "Nexus - Meeting Hall".
[18:09:51	]C24:i4.XRAY-81 has added area "Nexus - Upper Offices".
[18:11:04	]C24:i4.XRAY-81 has added area "Nexus - Middle Offices".
[18:11:40	]C24:i4.XRAY-81 has added area "Nexus - Lower Offices".
[18:14:48	]C24:i4.XRAY-81 has added area "Construction Site - Sewer Entry".
[18:15:52	]C24:i4.XRAY-81 has added area "Construction Site - Sewer Entry #2".
[18:18:06	]C24:i4.XRAY-81 has added area "Construction Site - Front".
[18:19:23	]C24:i4.XRAY-81 has added area "Construction Site - Middle".
[18:20:51	]C24:i4.XRAY-81 has added area "Construction Site - Back".
[18:23:28	]C24:i4.XRAY-81 has added area "Sewers Hideaway".
[18:24:17	]C24:i4.XRAY-81 has added area "Sewers - Flowing Tunnels".
[18:25:47	]C24:i4.XRAY-81 has added area "Utility Hideout".
[18:31:17	]C24:i4.XRAY-81 has added area "Sewers - Hex Hub".
[18:31:52	]C24:i4.XRAY-81 has added area "Sewers - Entry Way".
[18:31:57	]C24:i4.XRAY-81 has removed area "Sewers - Entry Way".
[18:32:12	]C24:i4.XRAY-81 has added area "Sewers - Entry Way".
[18:32:43	]C24:i4.XRAY-81 has added area "Sewers - Entrance".
[18:33:53	]C24:i4.XRAY-81 has added area "Sewers - Hex Access Tunnel".
[18:34:53	]C24:i4.XRAY-81 has added area "Sewers - Quiet Zone Access #2".
[18:36:00	]C24:i4.XRAY-81 has added area "Sewers - Quiet Zone Access #1".
[18:36:41	]C24:i4.XRAY-81 has added area "Sewers - Tunnel #1".
[18:37:13	]C24:i4.XRAY-81 has added area "Sewers - Tunnel #2".
[18:37:58	]C24:i4.XRAY-81 has added area "Construction Site - Sewer Entry #1".
[18:38:39	]C24:i4.XRAY-81 has added area "Sewers - Tunnel #3".
[18:38:59	]C24:i4.XRAY-81 has added area "Sewers - Tunnel #4".
[18:39:22	]C24:i4.XRAY-81 has added area "Sewers - Entry Way Access".
[18:39:58	]C24:i4.XRAY-81 has added area "Sewers - Entry Way Access #2".
[18:40:26	]C24:i4.XRAY-81 exited observer at their location.
[18:40:28	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[18:40:33	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[18:40:34	]C24:i4.XRAY-81 entered observer.
[18:40:58	]C24:i4.XRAY-81 set LethalGasDamageTimer to '2'.
[18:41:00	]C24:i4.XRAY-81 exited observer at their location.
[18:41:02	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[18:41:04	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[18:41:06	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[18:41:08	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[18:41:10	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[18:41:12	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[18:41:14	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[18:41:18	]C24:i4.XRAY-81 entered observer.
[18:41:48	]C24:i4.XRAY-81 ran 'Equip' on item 'Combine Filter' (#1831257)
[18:41:53	]C24:i4.XRAY-81 exited observer at their location.
[18:41:56	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[18:41:58	]C24:i4.XRAY-81 has taken 6 damage from worldspawn.
[18:42:03	]C24:i4.XRAY-81 ran SAM command 'hp' with arguments: '^' '100'
[18:42:06	]C24:i4.XRAY-81 entered observer.
[18:42:08	]C24:i4.XRAY-81 is fully healed.
[18:42:56	]C24:i4.XRAY-81 exited observer at their location.
[18:43:42	][ME] C24:i4.XRAY-81: didn't get his stc so he commits suicide
[18:43:46	]C24:i4.XRAY-81 has gained a '17rnd Usp-magazine' #1846677.
[18:43:46	]C24:i4.XRAY-81 was knocked unconscious and is bleeding out.
[18:44:04	]C24:i4.XRAY-81 ran SAM command 'respawn' with arguments: '^'
[18:44:08	]C24:i4.XRAY-81 is fully healed.
[18:44:11	]C24:i4.XRAY-81 entered observer.
[18:44:12	]C24:i4.XRAY-81 exited observer at their location.
[18:44:16	]C24:i4.XRAY-81 has taken 2 damage from C24:i4.XRAY-81.
[18:44:16	]C24:i4.XRAY-81 entered observer.
[18:45:20	]C24:i4.XRAY-81 exited observer at their location.
[18:45:30	]C24:i4.XRAY-81 has lost a '17rnd Usp-magazine' #1846678.
[18:45:38	]C24:i4.XRAY-81 has gained a '17rnd Usp-magazine' #1846678.
[18:45:38	]C24:i4.XRAY-81 has lost a '17rnd Usp-magazine' #1846676.
[18:46:00	]C24:i4.XRAY-81 has gained a '17rnd Usp-magazine' #1846676.
[18:46:00	]C24:i4.XRAY-81 has lost a '17rnd Usp-magazine' #1846678.
[18:46:58	]C24:i4.XRAY-81 entered observer.
[18:47:37	]C24:i4.XRAY-81 exited observer at their location.
[18:48:39	][IC] C24:i4.XRAY-81: <:: Stone log. ::>
[18:48:43	]C24:i4.XRAY-81 entered observer.
[18:48:45	]C24:i4.XRAY-81 exited observer at their location.
[18:48:52	]C24:i4.XRAY-81 used command '/Request'.
[18:49:09	]C24:i4.XRAY-81 ran 'ToggleOff' on item 'Long-Range Radio' (#1951060)
[18:49:09	]C24:i4.XRAY-81 ran 'drop' on item 'Long-Range Radio' (#1951060)
[18:49:09	]C24:i4.XRAY-81 has lost a 'Long-Range Radio' #1951060.
[18:49:11	]C24:i4.XRAY-81 has used a context menu option with the name: rb655_dissolve
[18:49:13	]env_entity_dissolver destroyed a 'Long-Range Radio' #1951060.
[18:49:42	]C24:i4.XRAY-81 entered observer.
[18:50:06	]C24:i4.XRAY-81 exited observer at their location.
[18:50:07	]C24:i4.XRAY-81 entered observer.
[18:50:22	]C24:i4.XRAY-81 exited observer at their location.
[18:50:29	]C24:i4.XRAY-81 entered observer.
[18:50:30	]C24:i4.XRAY-81 exited observer at their location.
[18:50:38	][IC] C24:i4.XRAY-81: <:: Help! ::>
[18:50:48	]Robert (STEAM_0:1:36030793) has disconnected.
[20:13:11	]Hiros | Error 410 has connected.
[20:14:09	]Hiros | Error 410 loaded the character 'Hiros'
[20:14:14	]Hiros is fully healed.
[20:14:17	]Hiros entered observer.
[20:14:38	]Hiros exited observer at their location.
[20:14:38	]Hiros entered observer.
[20:14:38	]Hiros exited observer at their location.
[20:14:43	]Hiros entered observer.
[20:14:45	]Hiros exited observer at their location.
[20:14:50	]Hiros entered observer.
[20:18:03	]Hiros has used a context menu option with the name: rb655_door_open
[20:18:20	]Hiros exited observer at their location.
[20:18:22	]Hiros entered observer.
[20:20:01	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_ext1_part1.mdl'.
[20:20:13	]Hiros exited observer at their location.
[20:20:22	]Hiros entered observer.
[20:20:26	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:20:47	]Hiros exited observer at their location.
[20:20:50	]Hiros entered observer.
[20:20:55	]Hiros has fired a toolgun with the name: nocollideworld
[20:21:32	]Hiros has fired a toolgun with the name: stacker_improved
[20:21:32	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:21:32	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:21:32	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:21:32	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:21:32	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:21:32	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:21:32	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:21:40	]Hiros has fired a toolgun with the name: stacker_improved
[20:21:40	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:22:00	]Hiros exited observer at their location.
[20:22:03	]Hiros entered observer.
[20:22:17	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:22:21	]Hiros has fired a toolgun with the name: nocollideworld
[20:22:46	]Hiros has fired a toolgun with the name: stacker_improved
[20:22:46	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:22:46	]Hiros has fired a toolgun with the name: stacker_improved
[20:22:46	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:22:47	]Hiros has fired a toolgun with the name: stacker_improved
[20:22:47	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:22:48	]Hiros has fired a toolgun with the name: stacker_improved
[20:22:48	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:22:49	]Hiros has fired a toolgun with the name: stacker_improved
[20:22:49	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:23:25	]Hiros has spawned 'models/props_combine/combine_bunker01.mdl'.
[20:23:37	]Hiros has spawned 'models/props_combine/combine_barricade_tall03a.mdl'.
[20:23:40	]Hiros has spawned 'models/props_combine/combine_barricade_tall04a.mdl'.
[20:23:48	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:15	]Hiros has fired a toolgun with the name: nocollideworld
[20:24:32	]Hiros has fired a toolgun with the name: stacker_improved
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:32	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has fired a toolgun with the name: stacker_improved
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:35	]Hiros has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[20:24:41	]Hiros exited observer at their location.
[20:24:44	]Hiros entered observer.
[20:24:46	]Hiros exited observer at their location.
[20:24:48	]Hiros entered observer.
[20:24:51	]Hiros exited observer at their location.
[20:24:57	]Hiros entered observer.
[20:25:06	]Hiros has spawned 'models/props_combine/combine_barricade_tall03a.mdl'.
[20:25:15	]Hiros has spawned 'models/props_combine/combine_barricade_tall03b.mdl'.
[20:25:23	]Hiros exited observer at their location.
[20:25:25	]Hiros entered observer.
[20:25:40	]Hiros has spawned 'models/props_combine/combine_barricade_tall04a.mdl'.
[20:25:42	]Hiros has spawned 'models/props_combine/combine_barricade_tall04b.mdl'.
[20:25:58	]Hiros exited observer at their location.
[20:26:01	]Hiros entered observer.
[20:26:05	]Hiros has spawned 'models/props_combine/combine_barricade_med03b.mdl'.
[20:26:11	]Hiros has spawned 'models/props_combine/combine_barricade_tall03b.mdl'.
[20:26:30	]Hiros has fired a toolgun with the name: nocollideworld
[20:26:41	]Hiros exited observer at their location.
[20:26:49	]Hiros entered observer.
[20:26:54	]Hiros exited observer at their location.
[20:26:58	]Hiros entered observer.
[20:26:59	]Hiros exited observer at their location.
[20:27:00	]Hiros entered observer.
[20:27:02	]Hiros exited observer at their location.
[20:27:05	]Hiros entered observer.
[20:27:13	]Hiros has spawned 'models/props_combine/combine_barricade_tall04a.mdl'.
[20:27:16	]Hiros has spawned 'models/props_combine/combine_booth_med01a.mdl'.
[20:27:28	]Hiros exited observer at their location.
[20:27:29	]Hiros entered observer.
[20:27:59	]Hiros has spawned 'models/props_combine/combine_booth_med01a.mdl'.
[20:28:01	]Hiros has fired a toolgun with the name: nocollideworld
[20:28:05	]Hiros exited observer at their location.
[20:28:14	]Hiros entered observer.
[20:28:15	]Hiros exited observer at their location.
[20:28:16	]Hiros entered observer.
[20:28:24	]Hiros exited observer at their location.
[20:28:34	]Hiros entered observer.
[20:28:36	]Hiros exited observer at their location.
[20:28:57	]Hiros entered observer.
[20:28:58	]Hiros exited observer at their location.
[20:29:02	]Hiros entered observer.
[20:29:11	]Hiros has spawned 'models/props_combine/combine_barricade_med02b.mdl'.
[20:29:13	]Hiros exited observer at their location.
[20:29:16	]Hiros entered observer.
[20:29:21	]Hiros exited observer at their location.
[20:29:21	]Hiros entered observer.
[20:29:22	]Hiros exited observer at their location.
[20:29:23	]Hiros entered observer.
[20:29:31	]Hiros exited observer at their location.
[20:29:35	]Hiros has fired a toolgun with the name: nocollideworld
[20:29:45	]Hiros entered observer.
[20:29:46	]Hiros exited observer at their location.
[20:29:52	]Hiros entered observer.
[20:29:53	]Hiros exited observer at their location.
[20:29:53	]Hiros entered observer.
[20:29:54	]Hiros exited observer at their location.
[20:30:01	]Hiros has spawned 'models/props_combine/combine_barricade_tall01b.mdl'.
[20:30:02	]Hiros entered observer.
[20:30:03	]Hiros exited observer at their location.
[20:30:04	]Hiros entered observer.
[20:30:08	]Hiros has spawned 'models/props_combine/combine_citadelwall_destroyed02.mdl'.
[20:31:35	]Hiros has spawned 'models/props_combine/prison01.mdl'.
[20:31:40	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:31:51	]Hiros has spawned 'models/props_combine/combine_explosivepanel_shard02a.mdl'.
[20:31:54	]Hiros has spawned 'models/props_combine/combine_booth_med01a.mdl'.
[20:32:34	]Hiros has spawned 'models/props_combine/combine_booth_med01a.mdl'.
[20:32:38	]Hiros has fired a toolgun with the name: nocollideworld
[20:32:43	]Hiros exited observer at their location.
[20:32:49	]Hiros entered observer.
[20:32:51	]Hiros exited observer at their location.
[20:32:56	]Hiros entered observer.
[20:32:58	]Hiros exited observer at their location.
[20:33:02	]Hiros entered observer.
[20:33:04	]Hiros exited observer at their location.
[20:33:09	]Hiros entered observer.
[20:33:16	]Hiros has spawned 'models/props_combine/combine_barricade_tall03b.mdl'.
[20:33:25	]Hiros has spawned 'models/props_combine/combine_barricade_tall02b.mdl'.
[20:33:29	]Hiros has fired a toolgun with the name: nocollideworld
[20:33:59	]Hiros exited observer at their location.
[20:33:59	]Hiros entered observer.
[20:34:00	]Hiros exited observer at their location.
[20:34:02	]Hiros entered observer.
[20:34:51	]Hiros has spawned 'models/props_combine/combine_barricade002.mdl'.
[20:34:58	]Hiros has spawned 'models/props_combine/combine_barricade003.mdl'.
[20:35:01	]Hiros has spawned 'models/props_combine/combine_barricade002.mdl'.
[20:35:25	]Hiros exited observer at their location.
[20:35:35	]Hiros entered observer.
[20:35:53	]Hiros has spawned 'models/wn7new/combine_cremator/cremator.mdl'.
[20:36:01	]Hiros has spawned 'models/props_combine/combine_bridge.mdl'.
[20:36:26	]Hiros exited observer at their location.
[20:36:28	]Hiros entered observer.
[20:37:22	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_struts.mdl'.
[20:37:35	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_entrytower.mdl'.
[20:37:46	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_ext1_part1.mdl'.
[20:37:50	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_metawall.mdl'.
[20:38:42	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:38:48	]Hiros exited observer at their location.
[20:38:49	]Hiros entered observer.
[20:38:51	]Hiros has fired a toolgun with the name: nocollideworld
[20:39:24	]Hiros has fired a toolgun with the name: nocollideworld
[20:39:47	]Hiros exited observer at their location.
[20:40:00	]Hiros entered observer.
[20:41:41	]Hiros has fired a toolgun with the name: stacker_improved
[20:41:41	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:41:41	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:41:41	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:41:41	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:41:41	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:41:41	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:41:41	]Hiros has spawned 'models/props_combine/combineinnerwall001c.mdl'.
[20:43:24	]Hiros has fired a toolgun with the name: material
[20:43:27	]Hiros has fired a toolgun with the name: material
[20:43:28	]Hiros has fired a toolgun with the name: material
[20:43:30	]Hiros has fired a toolgun with the name: material
[20:43:33	]Hiros has fired a toolgun with the name: material
[20:43:37	]Hiros has used a context menu option with the name: remove
[20:43:42	]Hiros has spawned 'models/props_combine/combine_tunnelsupport.mdl'.
[20:43:56	]Hiros exited observer at their location.
[20:43:57	]Hiros entered observer.
[20:43:57	]Hiros exited observer at their location.
[20:44:01	]Hiros has fired a toolgun with the name: nocollideworld
[20:44:12	]Hiros entered observer.
[20:44:20	]Hiros has spawned 'models/props_combine/combine_tunnelsupport.mdl'.
[20:44:21	]Hiros has spawned 'models/props_combine/combine_tunnelsupport2.mdl'.
[20:44:28	]Hiros has spawned 'models/props_combine/combine_explosivepanel_cover02a.mdl'.
[20:44:40	]Hiros has spawned 'models/props_combine/combine_barricade_bracket02b.mdl'.
[20:44:43	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_ext1_part2.mdl'.
[20:44:54	]Hiros has fired a toolgun with the name: nocollideworld
[20:45:18	]Hiros exited observer at their location.
[20:45:19	]Hiros entered observer.
[20:45:20	]Hiros exited observer at their location.
[20:45:21	]Hiros entered observer.
[20:45:37	]Hiros has fired a toolgun with the name: advdupe2
[20:45:37	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_ext1_part2.mdl'.
[20:45:45	]Hiros has fired a toolgun with the name: nocollideworld
[20:45:52	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_metawall.mdl'.
[20:45:56	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_ext2_part1.mdl'.
[20:45:59	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_ext1_part1.mdl'.
[20:46:01	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_ext1_part2.mdl'.
[20:46:11	]Hiros has spawned 'models/c24_exterior/c24_combine_bridge_entrytower.mdl'.
[20:46:25	]Hiros has spawned 'models/props_combine/combine_barricade002.mdl'.
[20:47:04	]Hiros has spawned 'models/props_combine/combine_tunnelsupport.mdl'.
[20:47:14	]Hiros has fired a toolgun with the name: nocollideworld
[20:47:24	]Hiros exited observer at their location.
[20:47:27	]Hiros entered observer.
[20:47:39	]Hiros has fired a toolgun with the name: advdupe2
