[13:27:13	]Ozzekiel has connected.
[18:28:36	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:36	]vortivort has taken 1 damage from entityflame.
[18:28:36	]vortivort has taken 1 damage from entityflame.
[18:28:36	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:36	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:36	]vortivort has taken 1 damage from entityflame.
[18:28:36	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:36	]vortivort has taken 1 damage from entityflame.
[18:28:37	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:37	]vortivort has taken 1 damage from entityflame.
[18:28:37	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:37	]vortivort has taken 1 damage from entityflame.
[18:28:37	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:37	]vortivort has taken 1 damage from entityflame.
[18:28:37	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:37	]vortivort has taken 1 damage from entityflame.
[18:28:37	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:37	]vortivort has taken 1 damage from entityflame.
[18:28:38	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:38	]vortivort has taken 1 damage from entityflame.
[18:28:38	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:38	]vortivort has taken 1 damage from entityflame.
[18:28:38	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:38	]vortivort has taken 1 damage from entityflame.
[18:28:38	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:38	]vortivort has taken 1 damage from entityflame.
[18:28:38	]THE VORTICOCK has taken 15 damage from Gah'Lung'Gah.
[18:28:38	]vortivort has taken 15 damage from Gah'Lung'Gah.
[18:28:38	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:38	]vortivort has taken 1 damage from entityflame.
[18:28:39	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:39	]vortivort has taken 1 damage from entityflame.
[18:28:39	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:39	]vortivort has taken 1 damage from entityflame.
[18:28:39	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:39	]vortivort has taken 1 damage from entityflame.
[18:28:39	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:39	]vortivort has taken 1 damage from entityflame.
[18:28:39	]vortivort has taken 1 damage from entityflame.
[18:28:39	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:39	]vortivort is fully healed.
[18:28:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:40	]vortivort has taken 1 damage from entityflame.
[18:28:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:40	]vortivort has taken 1 damage from entityflame.
[18:28:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:40	]vortivort has taken 1 damage from entityflame.
[18:28:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:40	]vortivort has taken 1 damage from entityflame.
[18:28:40	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:40	]vortivort has taken 1 damage from entityflame.
[18:28:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:41	]vortivort has taken 1 damage from entityflame.
[18:28:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:41	]vortivort has taken 1 damage from entityflame.
[18:28:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:41	]vortivort has taken 1 damage from entityflame.
[18:28:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:41	]vortivort has taken 1 damage from entityflame.
[18:28:41	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:41	]vortivort has taken 1 damage from entityflame.
[18:28:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:42	]vortivort has taken 1 damage from entityflame.
[18:28:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:42	]vortivort has taken 1 damage from entityflame.
[18:28:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:42	]vortivort has taken 1 damage from entityflame.
[18:28:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:42	]vortivort has taken 1 damage from entityflame.
[18:28:42	]1231 3123 has taken 15 damage from Gah'Lung'Gah.
[18:28:42	]vortivort has taken 1 damage from entityflame.
[18:28:42	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:42	]1231 3123 has taken 1 damage from entityflame.
[18:28:43	]vortivort has taken 1 damage from entityflame.
[18:28:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:43	]1231 3123 has taken 1 damage from entityflame.
[18:28:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:43	]vortivort has taken 1 damage from entityflame.
[18:28:43	]1231 3123 has taken 1 damage from entityflame.
[18:28:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:43	]vortivort has taken 1 damage from entityflame.
[18:28:43	]1231 3123 has taken 1 damage from entityflame.
[18:28:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:43	]vortivort has taken 1 damage from entityflame.
[18:28:43	]1231 3123 has taken 1 damage from entityflame.
[18:28:43	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:43	]vortivort has taken 1 damage from entityflame.
[18:28:43	]1231 3123 has taken 1 damage from entityflame.
[18:28:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:44	]vortivort has taken 1 damage from entityflame.
[18:28:44	]1231 3123 has taken 1 damage from entityflame.
[18:28:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:44	]vortivort has taken 1 damage from entityflame.
[18:28:44	]1231 3123 has taken 1 damage from entityflame.
[18:28:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:44	]vortivort has taken 1 damage from entityflame.
[18:28:44	]1231 3123 has taken 1 damage from entityflame.
[18:28:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:44	]vortivort has taken 1 damage from entityflame.
[18:28:44	]1231 3123 has taken 1 damage from entityflame.
[18:28:44	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:44	]vortivort has taken 1 damage from entityflame.
[18:28:44	]vortivort is fully healed.
[18:28:44	]1231 3123 has taken 1 damage from entityflame.
[18:28:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:45	]vortivort has taken 1 damage from entityflame.
[18:28:45	]1231 3123 has taken 1 damage from entityflame.
[18:28:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:45	]vortivort has taken 1 damage from entityflame.
[18:28:45	]1231 3123 has taken 1 damage from entityflame.
[18:28:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:45	]vortivort has taken 1 damage from entityflame.
[18:28:45	]1231 3123 has taken 1 damage from entityflame.
[18:28:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:45	]vortivort has taken 1 damage from entityflame.
[18:28:45	]1231 3123 has taken 1 damage from entityflame.
[18:28:45	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:45	]vortivort has taken 1 damage from entityflame.
[18:28:45	]1231 3123 has taken 1 damage from entityflame.
[18:28:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:46	]vortivort has taken 1 damage from entityflame.
[18:28:46	]1231 3123 has taken 1 damage from entityflame.
[18:28:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:46	]vortivort has taken 1 damage from entityflame.
[18:28:46	]1231 3123 has taken 1 damage from entityflame.
[18:28:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:46	]vortivort has taken 1 damage from entityflame.
[18:28:46	]1231 3123 has taken 1 damage from entityflame.
[18:28:46	]vortivort has taken 1 damage from entityflame.
[18:28:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:46	]1231 3123 has taken 1 damage from entityflame.
[18:28:46	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:46	]vortivort has taken 1 damage from entityflame.
[18:28:46	]1231 3123 has taken 1 damage from entityflame.
[18:28:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:47	]vortivort has taken 1 damage from entityflame.
[18:28:47	]1231 3123 has taken 1 damage from entityflame.
[18:28:47	]1231 3123 entered observer.
[18:28:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:47	]vortivort has taken 1 damage from entityflame.
[18:28:47	]1231 3123 has taken 1 damage from entityflame.
[18:28:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:47	]vortivort has taken 1 damage from entityflame.
[18:28:47	]1231 3123 has taken 1 damage from entityflame.
[18:28:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:47	]vortivort has taken 1 damage from entityflame.
[18:28:47	]1231 3123 has taken 1 damage from entityflame.
[18:28:47	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:47	]vortivort has taken 1 damage from entityflame.
[18:28:47	]1231 3123 has taken 1 damage from entityflame.
[18:28:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:48	]vortivort has taken 1 damage from entityflame.
[18:28:48	]1231 3123 has taken 1 damage from entityflame.
[18:28:48	]THE VORTICOCK ran SAM command 'sethp' with arguments: 'Vorticock' '100000000000000000000000000000000000'
[18:28:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:48	]vortivort has taken 1 damage from entityflame.
[18:28:48	]1231 3123 has taken 1 damage from entityflame.
[18:28:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:48	]vortivort has taken 1 damage from entityflame.
[18:28:48	]1231 3123 has taken 1 damage from entityflame.
[18:28:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:48	]vortivort has taken 1 damage from entityflame.
[18:28:48	]1231 3123 has taken 1 damage from entityflame.
[18:28:48	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:48	]vortivort has taken 1 damage from entityflame.
[18:28:48	]1231 3123 has taken 1 damage from entityflame.
[18:28:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:49	]vortivort has taken 1 damage from entityflame.
[18:28:49	]1231 3123 has taken 1 damage from entityflame.
[18:28:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:49	]vortivort has taken 1 damage from entityflame.
[18:28:49	]1231 3123 has taken 1 damage from entityflame.
[18:28:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:49	]vortivort has taken 1 damage from entityflame.
[18:28:49	]1231 3123 has taken 1 damage from entityflame.
[18:28:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:49	]vortivort has taken 1 damage from entityflame.
[18:28:49	]1231 3123 has taken 1 damage from entityflame.
[18:28:49	]vortivort has taken 1 damage from entityflame.
[18:28:49	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:49	]vortivort is fully healed.
[18:28:49	]1231 3123 has taken 1 damage from entityflame.
[18:28:50	]vortivort has taken 1 damage from entityflame.
[18:28:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:50	]1231 3123 has taken 1 damage from entityflame.
[18:28:50	]vortivort has taken 1 damage from entityflame.
[18:28:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:50	]1231 3123 has taken 1 damage from entityflame.
[18:28:50	]vortivort has taken 1 damage from entityflame.
[18:28:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:50	]1231 3123 has taken 1 damage from entityflame.
[18:28:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:50	]vortivort has taken 1 damage from entityflame.
[18:28:50	]1231 3123 has taken 1 damage from entityflame.
[18:28:50	]THE VORTICOCK has taken 1 damage from entityflame.
[18:28:50	]vortivort has taken 1 damage from entityflame.
[18:28:50	]1231 3123 has taken 1 damage from entityflame.
[18:28:51	]1231 3123 has taken 1 damage from entityflame.
[18:28:51	]1231 3123 has taken 1 damage from entityflame.
[18:28:51	]1231 3123 has taken 1 damage from entityflame.
[18:28:51	]1231 3123 has taken 1 damage from entityflame.
[18:28:51	]1231 3123 has taken 1 damage from entityflame.
[18:28:52	]1231 3123 has taken 1 damage from entityflame.
[18:28:52	]THE VORTICOCK is fully healed.
[18:28:52	]1231 3123 has taken 1 damage from entityflame.
[18:28:52	]1231 3123 has taken 1 damage from entityflame.
[18:28:52	]1231 3123 has taken 1 damage from entityflame.
[18:28:52	]1231 3123 has taken 1 damage from entityflame.
[18:28:53	]1231 3123 has taken 1 damage from entityflame.
[18:28:53	]1231 3123 has taken 1 damage from entityflame.
[18:28:53	]1231 3123 has taken 1 damage from entityflame.
[18:28:53	]1231 3123 has taken 1 damage from entityflame.
[18:28:53	]1231 3123 has taken 1 damage from entityflame.
[18:28:54	]1231 3123 has taken 1 damage from entityflame.
[18:28:54	]1231 3123 has taken 1 damage from entityflame.
[18:28:54	]Gah'Lung'Gah used command '/EnterMeditation'.
[18:28:54	]1231 3123 has taken 1 damage from entityflame.
[18:28:54	]1231 3123 has taken 1 damage from entityflame.
[18:28:54	]vortivort is fully healed.
[18:28:55	]THE VORTICOCK has spawned a 'NPC [443][npc_headcrab]'.
[18:28:56	]THE VORTICOCK has taken 5 damage from npc_headcrab.
[18:28:57	]THE VORTICOCK is fully healed.
[18:28:58	]1231 3123 ran SAM command 'hp' with arguments: '^' '555e+52112'
[18:28:59	]THE VORTICOCK has taken 5 damage from npc_headcrab.
[18:29:00	]1231 3123 is fully healed.
[18:29:00	]1231 3123 exited observer at their location.
[18:29:01	]1231 3123 entered observer.
[18:29:02	]THE VORTICOCK is fully healed.
[18:29:02	]1231 3123 exited observer at their location.
[18:29:03	]1231 3123 entered observer.
[18:29:04	]1231 3123 exited observer at their location.
[18:29:05	]1231 3123 entered observer.
[18:29:05	]1231 3123 exited observer at their location.
[18:29:11	]THE VORTICOCK has spawned a 'NPC [443][npc_zombie]'.
[18:29:17	]1231 3123 has taken 10 damage from npc_zombie.
[18:29:18	]1231 3123 used command '/EnterMeditation'.
[18:29:19	]1231 3123 has taken 96 damage from THE VORTICOCK.
[18:29:20	]1231 3123 is fully healed.
[18:29:21	]1231 3123 used command '/EnterMeditation'.
[18:29:21	]vortivort has gained a 'Raw Headcrab Meat' #1650150.
[18:29:23	]vortivort ran 'Consume' on item 'Raw Headcrab Meat' (#1650150)
[18:29:23	]Gah'Lung'Gah used command '/EnterMeditation'.
[18:29:25	]THE VORTICOCK has taken 55 damage from vortivort.
[18:29:25	]1231 3123 used command '/EnterMeditation'.
[18:29:27	]THE VORTICOCK is fully healed.
[18:29:27	]vortivort has taken 12 damage from THE VORTICOCK.
[18:29:28	]vortivort has taken 12 damage from THE VORTICOCK.
[18:29:28	]THE VORTICOCK has taken 96 damage from 1231 3123.
[18:29:28	]vortivort has taken 96 damage from 1231 3123.
[18:29:29	]vortivort is fully healed.
[18:29:31	][OOC] Gah'Lung'Gah: why does /entermeditation not recharge my battery btw
[18:29:31	]THE VORTICOCK has spawned a 'NPC [442][npc_zombie]'.
[18:29:32	]THE VORTICOCK is fully healed.
[18:29:33	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:29:34	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:29:34	]Gah'Lung'Gah has taken 10 damage from npc_zombie.
[18:29:36	]THE VORTICOCK has taken 10 damage from npc_zombie.
[18:29:36	]Gah'Lung'Gah has gained a 'Raw Headcrab Meat' #1650151.
[18:29:36	][OOC] 1231 3123: it's slow
[18:29:37	]THE VORTICOCK is fully healed.
[18:29:39	][OOC] vortivort: its slow
[18:29:40	][OOC] Gah'Lung'Gah: how slow
[18:29:41	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:42	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:43	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:44	]Gah'Lung'Gah has taken 12 damage from THE VORTICOCK.
[18:29:44	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:44	]vortivort is fully healed.
[18:29:45	]Gah'Lung'Gah has taken 12 damage from THE VORTICOCK.
[18:29:45	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:47	]THE VORTICOCK has taken 11 damage from Gah'Lung'Gah.
[18:29:47	]THE VORTICOCK is fully healed.
[18:29:47	]THE VORTICOCK has taken 11 damage from Gah'Lung'Gah.
[18:29:48	]vortivort has taken 12 damage from THE VORTICOCK.
[18:29:49	]vortivort is fully healed.
[18:29:50	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:51	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:52	]THE VORTICOCK is fully healed.
[18:29:53	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:54	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:54	]vortivort is fully healed.
[18:29:55	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:55	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:56	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:57	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:58	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:59	]vortivort has taken 11 damage from Gah'Lung'Gah.
[18:29:59	]vortivort is fully healed.
[18:30:00	]1231 3123 used command '/SetVortalEnergy ^ 5555e+2515'.
[18:30:03	][OOC] vortivort: you being recharged every 1 minute by +1.7 or +3.5 energy
[18:30:05	][IC] Gah'Lung'Gah: Fucker.
[18:30:08	][OOC] vortivort: in meditation
[18:30:08	]THE VORTICOCK has taken 11 damage from Gah'Lung'Gah.
[18:30:08	][OOC] 1231 3123: half an hour to full recharge I believe
[18:30:12	]THE VORTICOCK is fully healed.
[18:30:12	][OOC] Gah'Lung'Gah: ah I see
[18:30:17	][OOC] vortivort: +3.5 if you're 50 vort essence
[18:30:29	]vortivort used command '/EnterMeditation'.
[18:30:33	]Gah'Lung'Gah used command '/EnterMeditation'.
[18:30:35	][IC] Gah'Lung'Gah: Galanga.
[18:30:38	][IC] vortivort: Galanga.
[18:30:41	][IC] Gah'Lung'Gah: Weeeeeeeeeeeeeeeeeeeeah-uh *Coughing*.
[18:30:44	][IC] vortivort: Galanga.
[18:30:47	][IC] Gah'Lung'Gah: Weeeeeeeeeeeeeeeeeeeeah-uh *Coughing*.
[18:30:48	][IC] Gah'Lung'Gah: Weeeeeeeeeeeeeeeeeeeeah-uh *Coughing*.
[18:30:49	][IC] Gah'Lung'Gah: Weeeeeeeeeeeeeeeeeeeeah-uh *Coughing*.
[18:30:49	][IC] vortivort: Galanga.
[18:30:51	][VORT] THE VORTICOCK: Galunga
[18:31:00	][IC] vortivort: Also energy drain is depends on your armor.
[18:31:03	][IC] Gah'Lung'Gah: I see.
[18:31:06	][LOOC] THE VORTICOCK: how tf do I meditate...
[18:31:07	][IC] Gah'Lung'Gah: What armor help.
[18:31:08	][IC] vortivort: If you're wearing armor then your energy drainsucks.
[18:31:10	][IC] Gah'Lung'Gah: Do /togglemeditation.
[18:31:14	][IC] Gah'Lung'Gah: Or /entermeditation.
[18:31:14	][IC] Gah'Lung'Gah: Ahh.
[18:31:16	][IC] vortivort: ./entermeditation.
[18:31:17	][IC] Gah'Lung'Gah: Makes sense.
[18:31:25	]THE VORTICOCK used command '/EnterMeditation'.
[18:31:39	][IC] THE VORTICOCK: Weeeeeeeeeeeeeeeeeeeeah-uh *Coughing*.
