[05:50:28	]ryebredd has connected.
[23:10:57	]Manhack exited observer at their location.
[23:11:01	]Manhack used command '/GameMaster looks good'.
[23:11:03	][LOOC] Frank Mazzarelli: could have someone rough it up with photoshop
[23:11:07	][LOOC] Manhack: yeah
[23:11:09	]Manhack entered observer.
[23:11:09	]Manhack exited observer at their location.
[23:11:10	]Manhack entered observer.
[23:11:10	]Manhack exited observer at their location.
[23:11:12	][LOOC] Frank Mazzarelli: idk how to do it myself
[23:11:20	]Frank Mazzarelli has enabled persistence for 'models/props/cs_assault/billboard.mdl'.
[23:11:20	]Frank Mazzarelli has used a context menu option with the name: persist
[23:11:26	][IC] Frank Mazzarelli: One time, back in the city, I saw a guy take down a Hunter with his bare fists.
[23:11:33	][Y] Manhack: <:: Shit. ::>
[23:11:33	]Manhack used command '/CharFallOver 1'.
[23:11:38	]S10/EOW.RAZOR-09 ran SAM command 'goto' with arguments: 'manhack'
[23:11:41	]S10/EOW.RAZOR-09 exited observer at their location.
[23:11:48	][IC] Manhack: <:: Copy. ::>
[23:11:50	][IC] S10/EOW.RAZOR-09: <:: Taking advantage. ::>
[23:11:51	][IC] Manhack: <:: Copy. ::>
[23:11:51	]S10/EOW.RAZOR-09 entered observer.
[23:11:52	]Manhack entered observer.
[23:11:53	]Manhack exited observer at their location.
[23:11:55	]Frank Mazzarelli has spawned 'models/props_phx/carseat2.mdl'.
[23:11:55	]Manhack entered observer.
[23:11:56	]Manhack exited observer at their location.
[23:11:56	]Manhack entered observer.
[23:11:57	][IC] Frank Mazzarelli: No! Nooo!.
[23:11:59	]Manhack exited observer at their location.
[23:12:00	]Lt. Adriana Dish exited observer at their location.
[23:12:01	][ME] Manhack: erp
[23:12:04	][IC] Frank Mazzarelli: Aaaaaaagh!
[23:12:04	]S10/EOW.RAZOR-09 exited observer at their location.
[23:12:06	][ME] Lt. Adriana Dish: erps
[23:12:08	]Lt. Adriana Dish entered observer.
[23:12:08	]Manhack entered observer.
[23:12:08	]Lt. Adriana Dish exited observer at their location.
[23:12:09	]Frank Mazzarelli has used a context menu option with the name: ixpropviewowner
[23:12:13	]S10/EOW.RAZOR-09 used command '/Punch'.
[23:12:14	]Lt. Adriana Dish was just knocked out due to: hit by punch command used by S10/EOW.RAZOR-09
[23:12:15	]Frank Mazzarelli used command '/CharDesc'.
[23:12:16	]Manhack exited observer at their location.
[23:12:21	]Manhack entered observer.
[23:12:22	]Frank Mazzarelli used command '/CharDesc'.
[23:12:23	]Manhack exited observer at their location.
[23:12:24	]Manhack entered observer.
[23:12:26	]Lt. Adriana Dish has taken 50 damage from worldspawn.
[23:12:27	]Lt. Adriana Dish was knocked unconscious and is bleeding out.
[23:12:28	][IC] S10/EOW.RAZOR-09: <:: Spikes ineffective, target is unskilled. ::>
[23:12:30	]Frank Mazzarelli has spawned 'models/nova/jeep_seat.mdl'.
[23:12:31	]Lt. Adriana Dish was killed while bleeding out.
[23:12:31	]worldspawn has killed Lt. Adriana Dish.
[23:12:32	][IC] Frank Mazzarelli: I'm not even going to tell you to shut up!
[23:12:33	]Manhack exited observer at their location.
[23:12:37	][IC] S10/EOW.RAZOR-09: <:: Hostile is experiencing extreme panic. ::>
[23:12:42	][IC] Frank Mazzarelli: Shut up.
[23:12:42	][IC] Manhack: <:: WHAT A SHAME. ::>
[23:12:45	]Frank Mazzarelli has spawned 'models/props_wasteland/controlroom_chair001a.mdl'.
[23:12:46	][IC] S10/EOW.RAZOR-09: <:: Target is at low motivation, take advantage. ::>
[23:12:51	]Lt. Adriana Dish entered observer.
[23:12:52	][IC] Frank Mazzarelli: *Cheering!*.
[23:12:54	]Manhack entered observer.
[23:12:56	]Frank Mazzarelli has spawned 'models/nova/chair_wood01.mdl'.
[23:12:57	]S10/EOW.RAZOR-09 entered observer.
[23:12:59	]Frank Mazzarelli has spawned 'models/nova/chair_plastic01.mdl'.
[23:12:59	]S10/EOW.RAZOR-09 exited observer at their location.
[23:13:04	]Frank Mazzarelli has spawned 'models/props_c17/chair02a.mdl'.
[23:13:05	]Frank Mazzarelli has spawned 'models/props_c17/chair02a.mdl'.
[23:13:05	]Manhack exited observer at their location.
[23:13:05	][IC] S10/EOW.RAZOR-09: <:: Hostile is hesitating. ::>
[23:13:05	]Frank Mazzarelli has spawned 'models/props_c17/chair02a.mdl'.
[23:13:06	]Manhack entered observer.
[23:13:08	]Manhack exited observer at their location.
[23:13:10	]Manhack entered observer.
[23:13:11	]Manhack exited observer at their location.
[23:13:12	]Manhack entered observer.
[23:13:13	][IC] Frank Mazzarelli: Hah, you and me both.
[23:13:13	]Manhack exited observer at their location.
[23:13:14	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:13:15	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:13:15	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:13:16	]S10/EOW.RAZOR-09 has used a context menu option with the name: ignite
[23:13:16	]Manhack entered observer.
[23:13:16	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:13:17	]Manhack exited observer at their location.
[23:13:25	]Lt. Adriana Dish exited observer at their location.
[23:13:27	][OOC] Frank Mazzarelli: screenshake while building noooooo
[23:13:31	]Manhack entered observer.
[23:13:31	]Manhack exited observer at their location.
[23:13:32	]Lt. Adriana Dish entered observer.
[23:13:33	][IC] Frank Mazzarelli: Help.
[23:13:35	]Manhack entered observer.
[23:13:36	][IC] Frank Mazzarelli: Help!
[23:13:37	]Manhack exited observer at their location.
[23:13:40	][IC] S10/EOW.RAZOR-09: <:: Haha. ::>
[23:13:41	]Lt. Adriana Dish exited observer at their location.
[23:13:41	]Manhack entered observer.
[23:13:43	]Manhack exited observer at their location.
[23:13:48	]Lt. Adriana Dish entered observer.
[23:13:49	]Manhack entered observer.
[23:13:55	]Manhack exited observer at their location.
[23:14:05	]S10/EOW.RAZOR-09 entered observer.
[23:14:05	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/nova/chair_plastic01.mdl'.
[23:14:05	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:14:06	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/props_c17/chair02a.mdl'.
[23:14:06	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:14:07	]S10/EOW.RAZOR-09 ran SAM command 'goto' with arguments: 'man'
[23:14:07	]Manhack entered observer.
[23:14:07	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/props_c17/chair02a.mdl'.
[23:14:07	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:14:08	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/props_c17/chair02a.mdl'.
[23:14:08	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:14:09	]Frank Mazzarelli used command '/ActSit 5'.
[23:14:09	]Manhack is fully healed.
[23:14:09	]S10/EOW.RAZOR-09 exited observer at their location.
[23:14:09	]Manhack exited observer at their location.
[23:14:12	]Frank Mazzarelli used command '/ExitAct'.
[23:14:13	]Frank Mazzarelli used command '/ActSit 5'.
[23:14:14	]Lt. Adriana Dish exited observer at their location.
[23:14:14	]Frank Mazzarelli used command '/ExitAct'.
[23:14:15	]Frank Mazzarelli used command '/ActSit 4'.
[23:14:16	]Frank Mazzarelli used command '/ExitAct'.
[23:14:21	][OOC] Frank Mazzarelli: someone come sit next to me
[23:14:23	]Frank Mazzarelli used command '/ActSit 4'.
[23:14:25	]Lt. Adriana Dish entered observer.
[23:14:36	]Lt. Adriana Dish exited observer at their location.
[23:14:40	]Lt. Adriana Dish used command '/ActSit 1'.
[23:14:42	]Lt. Adriana Dish used command '/ExitAct'.
[23:14:45	]Lt. Adriana Dish used command '/ActSit 2'.
[23:14:48	]Frank Mazzarelli used command '/ActSit 5'.
[23:14:48	]Frank Mazzarelli used command '/ExitAct'.
[23:14:49	]Frank Mazzarelli used command '/ActSit 4'.
[23:14:50	]Frank Mazzarelli used command '/ActSit 4'.
[23:14:52	]Frank Mazzarelli used command '/ActSit 4'.
[23:14:55	]Frank Mazzarelli used command '/ActSit 5'.
[23:14:56	]Frank Mazzarelli used command '/ExitAct'.
[23:15:00	]Manhack entered observer.
[23:15:02	]Frank Mazzarelli used command '/ActSit 5'.
[23:15:04	][IC] Frank Mazzarelli: Hmm.
[23:15:04	]Frank Mazzarelli used command '/ExitAct'.
[23:15:04	]Manhack exited observer at their location.
[23:15:06	]Frank Mazzarelli used command '/ActSit 5'.
[23:15:07	]Frank Mazzarelli used command '/ExitAct'.
[23:15:13	]Frank Mazzarelli used command '/ActSit 5'.
[23:15:14	]Frank Mazzarelli used command '/ExitAct'.
[23:15:17	][IC] Frank Mazzarelli: Alright.
[23:15:17	]S10/EOW.RAZOR-09 entered observer.
[23:15:18	]Manhack entered observer.
[23:15:21	]Manhack exited observer at their location.
[23:15:22	]Manhack entered observer.
[23:15:23	]Frank Mazzarelli has fired a toolgun with the name: colour
[23:15:24	]Frank Mazzarelli has fired a toolgun with the name: colour
[23:15:24	]Frank Mazzarelli has fired a toolgun with the name: colour
[23:15:26	]Frank Mazzarelli has fired a toolgun with the name: colour
[23:15:30	][IC] Frank Mazzarelli: This'll do nicely!
[23:15:36	]Frank Mazzarelli has used a context menu option with the name: rb655_dissolve
[23:15:38	]Frank Mazzarelli has used a context menu option with the name: rb655_dissolve
[23:15:39	]Frank Mazzarelli has used a context menu option with the name: rb655_dissolve
[23:15:40	]Frank Mazzarelli has used a context menu option with the name: rb655_dissolve
[23:15:42	]Frank Mazzarelli has used a context menu option with the name: rb655_dissolve
[23:15:50	]Frank Mazzarelli has spawned 'models/props/cs_militia/barstool01.mdl'.
[23:15:53	]Frank Mazzarelli has spawned 'models/props/cs_militia/barstool01.mdl'.
[23:15:54	]Frank Mazzarelli has spawned 'models/props/cs_militia/barstool01.mdl'.
[23:15:56	]Frank Mazzarelli has spawned 'models/props/cs_militia/barstool01.mdl'.
[23:15:57	]Manhack exited observer at their location.
[23:15:58	]Manhack entered observer.
[23:15:59	]Frank Mazzarelli has spawned 'models/props/cs_militia/barstool01.mdl'.
[23:15:59	]Manhack exited observer at their location.
[23:16:00	]S10/EOW.RAZOR-09 exited observer at their location.
[23:16:00	]Manhack entered observer.
[23:16:00	]Frank Mazzarelli has used a context menu option with the name: rb655_dissolve
[23:16:02	]Frank Mazzarelli has spawned 'models/props/cs_militia/barstool01.mdl'.
[23:16:03	]S10/EOW.RAZOR-09 entered observer.
[23:16:04	]Frank Mazzarelli has spawned 'models/props/cs_militia/barstool01.mdl'.
[23:16:05	]S10/EOW.RAZOR-09 exited observer at their location.
[23:16:08	]Lt. Adriana Dish used command '/ExitAct'.
[23:16:14	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/props/cs_militia/barstool01.mdl'.
[23:16:14	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:16:14	]Frank Mazzarelli used command '/ActSit 4'.
[23:16:14	]Manhack exited observer at their location.
[23:16:15	]Manhack entered observer.
[23:16:15	]Frank Mazzarelli used command '/ExitAct'.
[23:16:16	]Manhack exited observer at their location.
[23:16:17	]Manhack entered observer.
[23:16:19	]S10/EOW.RAZOR-09 entered observer.
[23:16:23	]Manhack exited observer at their location.
[23:16:27	]Manhack entered observer.
[23:16:32	]Lt. Adriana Dish entered observer.
[23:16:39	]Manhack exited observer at their location.
[23:16:41	]Manhack entered observer.
[23:16:42	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/props/cs_militia/barstool01.mdl'.
[23:16:42	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:16:42	]Manhack exited observer at their location.
[23:16:42	]Frank Mazzarelli used command '/ActSit 5'.
[23:16:43	]Manhack entered observer.
[23:16:43	]Manhack exited observer at their location.
[23:16:44	]Manhack entered observer.
[23:16:45	]Frank Mazzarelli used command '/ExitAct'.
[23:16:46	]Manhack exited observer at their location.
[23:16:47	]S10/EOW.RAZOR-09 exited observer at their location.
[23:16:54	]Lt. Adriana Dish exited observer at their location.
[23:16:58	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/props/cs_militia/barstool01.mdl'.
[23:16:58	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:16:59	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/props/cs_militia/barstool01.mdl'.
[23:16:59	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:17:00	]S10/EOW.RAZOR-09 has spawned 'models/props_combine/combine_interface001.mdl'.
[23:17:01	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/props/cs_militia/barstool01.mdl'.
[23:17:01	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:17:02	]Frank Mazzarelli has spawned a usable entity class 'ix_chair' with model 'models/props/cs_militia/barstool01.mdl'.
[23:17:02	]Frank Mazzarelli has used a context menu option with the name: ixusableentitycreate
[23:17:06	]Manhack entered observer.
[23:17:07	]Manhack exited observer at their location.
[23:17:09	]Manhack entered observer.
[23:17:09	]Manhack exited observer at their location.
[23:17:10	]Lt. Adriana Dish used command '/PlyWhitelist Dish ai'.
[23:17:10	]S10/EOW.RAZOR-09 has spawned a 'Entity [403][ix_vendor]'.
[23:17:11	]Manhack entered observer.
[23:17:12	]Manhack exited observer at their location.
[23:17:13	]S10/EOW.RAZOR-09 has used a context menu option with the name: vendor_edit
[23:17:17	]Lt. Adriana Dish used command '/PlyWhitelist Dish scn'.
[23:17:20	]Lt. Adriana Dish used command '/PlyWhitelist Dish overwatch'.
[23:17:33	]Frank Mazzarelli used command '/ActSit 4'.
[23:17:34	]Frank Mazzarelli used command '/ExitAct'.
[23:17:35	]Frank Mazzarelli used command '/ActSit 4'.
[23:17:36	]Lt. Adriana Dish used command '/PlyUnwhitelist dish entertain'.
[23:17:36	]Frank Mazzarelli used command '/ExitAct'.
[23:17:37	]Frank Mazzarelli used command '/ActSit 6'.
[23:17:39	]Frank Mazzarelli used command '/ExitAct'.
[23:17:40	]S10/EOW.RAZOR-09 entered observer.
[23:17:41	]Frank Mazzarelli used command '/ActSit 5'.
[23:17:41	]S10/EOW.RAZOR-09 exited observer at their location.
[23:17:43	]Frank Mazzarelli used command '/ExitAct'.
[23:17:44	]Frank Mazzarelli used command '/ActSit 5'.
[23:17:44	]Frank Mazzarelli used command '/ExitAct'.
[23:17:46	]Frank Mazzarelli used command '/ActSit 5'.
[23:17:47	]Frank Mazzarelli used command '/ExitAct'.
[23:17:47	]S10/EOW.RAZOR-09 has used a context menu option with the name: vendor_edit
[23:17:55	]Lt. Adriana Dish entered observer.
[23:17:56	]Frank Mazzarelli has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[23:17:57	]Manhack entered observer.
[23:17:57	]Manhack exited observer at their location.
[23:17:58	]Manhack entered observer.
[23:18:05	]Frank Mazzarelli has fired a toolgun with the name: nocollideworld
[23:18:08	]Lt. Adriana Dish exited observer at their location.
[23:18:15	]Frank Mazzarelli created a 'Medium File Cabinet' container.
[23:18:15	]Frank Mazzarelli has used a context menu option with the name: wncontainer_create
[23:18:15	]Jei (STEAM_0:1:108198228) deleted character 'C24:i5.STICK-1'
[23:18:21	]Manhack exited observer at their location.
[23:18:24	]Manhack entered observer.
[23:18:29	]Frank Mazzarelli has set the 'Medium File Cabinet' container (#71548) to private, owned by 'character[11547]'.
