[00:00:20	][IC] Mar'Eyoo: Stop typing.
[01:47:06	]C24:i3.GRID-2 has gained 0 chips.
[01:47:06	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657098.
[01:47:06	]Bottom G has used a context menu option with the name: vj_pr_npc_control
[01:47:06	]C24:i3.GRID-2 has gained 0 chips.
[01:47:06	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657099.
[01:47:07	]C24:i3.GRID-2 has gained 0 chips.
[01:47:07	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657100.
[01:47:07	]C24:i3.GRID-2 has gained 0 chips.
[01:47:08	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657101.
[01:47:08	]gaklalalkalalaung used command '/EnterMeditation'.
[01:47:08	]C24:i3.GRID-2 has gained 0 chips.
[01:47:08	][OOC] Mar'Eyoo: kaffee can you bump vortessence recharge rate
[01:47:08	]C24:i3.GRID-2 has gained a 'Rifle Bullets' #1657102.
[01:47:08	]Chombo-Baraka-Babayabo-Barry has gained a '30rnd AK-magazine' #1656865.
[01:47:08	]Chombo-Baraka-Babayabo-Barry has lost a '30rnd AK-magazine' #1656859.
[01:47:09	]Abdul Jafarri has taken 4 damage from hunter_flechette.
[01:47:09	]Felix ran 'use' on item 'Bandage Roll' (#1652722)
[01:47:09	]Felix has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[01:47:09	]Felix was bandaged by Felix for 15 HP.
[01:47:10	][IC] gaklalalkalalaung: Galla'lung...
[01:47:10	]Abdul Jafarri has taken 4 damage from hunter_flechette.
[01:47:11	]Abdul Jafarri has taken 4 damage from hunter_flechette.
[01:47:11	]LOYALIST VORT has given himself a xen_concoction.
[01:47:11	]LOYALIST VORT has gained a 'Extract Concoction' #1657103.
[01:47:12	]Winter loaded the character 'Yngraham Winter'
[01:47:12	]C24:i3.GRID-2 used command '/ToggleRaise'.
[01:47:12	]GOBLY GOOK ran 'Repair' on item 'Medium Kevlar Uniform' (#1656940)
[01:47:12	]Abdul Jafarri has critically hit Pathfinder in the head dealing 20 damage (CritChance was 0.55).
[01:47:12	]Pathfinder has taken 20 damage from Abdul Jafarri.
[01:47:12	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 1.00).
[01:47:13	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 1.00).
[01:47:13	][IC] Mar'Eyoo: I got fucked up bruh.
[01:47:13	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 1.00).
[01:47:13	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 1.00).
[01:47:13	]Abdul Jafarri has taken 0 damage from hunter_flechette.
[01:47:13	]Abdul Jafarri has gained a '30rnd M4-magazine' #1656401.
[01:47:13	]Abdul Jafarri has lost a '30rnd M4-magazine' #1656302.
[01:47:13	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 1.00).
[01:47:13	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 1.00).
[01:47:13	]LOYALIST VORT ran 'Consume' on item 'Extract Concoction' (#1657103)
[01:47:13	]LOYALIST VORT has gained a level 15 long boost in Strength.
[01:47:13	]LOYALIST VORT has gained a level 15 long boost in Agility.
[01:47:13	]LOYALIST VORT has gained a level 15 long boost in Intelligence.
[01:47:13	]LOYALIST VORT has gained a level 15 long boost in Perception.
[01:47:13	]Keiichi Ishikawa has gained level 41 in the Guns skill.
[01:47:13	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 0 damage (CritChance was 1.00).
[01:47:13	]Keiichi Ishikawa has critically hit npc_vj_combineguard_z dealing 18 damage (CritChance was 1.01).
[01:47:14	]Keiichi Ishikawa has gained a '30rnd AK-magazine' #1656378.
[01:47:14	]Keiichi Ishikawa has lost a '30rnd AK-magazine' #1656399.
[01:47:14	][IC] gaklalalkalalaung: Turr, lung gurr challa'cher, gung, gong... Lurr...
[01:47:14	]Abdul Jafarri has taken 4 damage from hunter_flechette.
[01:47:14	]Abdul Jafarri has taken 0 damage from hunter_flechette.
[01:47:15	]Abdul Jafarri has taken 0 damage from hunter_flechette.
[01:47:16	]McGee ran 'take' on item 'Assault Rifle Bullets' (#1657082)
[01:47:16	]McGee has gained a 'Assault Rifle Bullets' #1657082.
[01:47:16	]S10/SYNTH.VORTISLAVE-98 has spawned a 'NPC [757][npc_vj_strider_synth_z]'.
[01:47:16	]McGee ran 'take' on item 'Assault Rifle Bullets' (#1657083)
[01:47:17	]McGee has gained a 'Assault Rifle Bullets' #1657083.
[01:47:17	]Chombo-Baraka-Babayabo-Barry has critically hit Grunk dealing 0 damage (CritChance was 0.67).
[01:47:17	]Chombo-Baraka-Babayabo-Barry has hit Grunk dealing 11 damage (CritChance was 0.67).
[01:47:17	]Grunk has taken 11 damage from Chombo-Baraka-Babayabo-Barry.
[01:47:17	]Pathfinder is fully healed.
[01:47:17	]Chombo-Baraka-Babayabo-Barry has hit Grunk dealing 0 damage (CritChance was 0.67).
[01:47:17	]Chombo-Baraka-Babayabo-Barry has critically hit Grunk dealing 18 damage (CritChance was 0.67).
[01:47:17	]Grunk has taken 18 damage from Chombo-Baraka-Babayabo-Barry.
[01:47:17	]LOYALIST VORT has given himself a ing_xen_extract.
[01:47:17	]GOBLY GOOK has gained a '30rnd AK-magazine' #1656326.
[01:47:17	]GOBLY GOOK has lost a '30rnd AK-magazine' #1656408.
[01:47:17	]LOYALIST VORT has gained a 'Antlion Extract' #1657104.
[01:47:17	]Chombo-Baraka-Babayabo-Barry has hit Grunk dealing 0 damage (CritChance was 0.67).
[01:47:17	]Chombo-Baraka-Babayabo-Barry has hit Grunk dealing 11 damage (CritChance was 0.67).
[01:47:17	]Grunk has taken 11 damage from Chombo-Baraka-Babayabo-Barry.
[01:47:17	]Chombo-Baraka-Babayabo-Barry has critically hit Grunk dealing 0 damage (CritChance was 0.67).
[01:47:17	]Chombo-Baraka-Babayabo-Barry has critically hit Grunk dealing 18 damage (CritChance was 0.67).
[01:47:17	]Grunk has taken 18 damage from Chombo-Baraka-Babayabo-Barry.
[01:47:18	]Chombo-Baraka-Babayabo-Barry has critically hit Grunk dealing 0 damage (CritChance was 0.67).
[01:47:18	]Chombo-Baraka-Babayabo-Barry has hit Grunk dealing 0 damage (CritChance was 0.67).
[01:47:18	]Chombo-Baraka-Babayabo-Barry has hit Grunk dealing 0 damage (CritChance was 0.67).
[01:47:18	]Chombo-Baraka-Babayabo-Barry has critically hit Grunk dealing 18 damage (CritChance was 0.67).
[01:47:18	]Grunk has gained a '20rnd DMR-magazine' #1656433.
[01:47:18	]Grunk was knocked unconscious and is bleeding out.
[01:47:18	][IC] Mar'Eyoo: This is FUCKED UP im killing em all.
[01:47:18	]McGee ran 'take' on item 'Assault Rifle Bullets' (#1657006)
[01:47:18	]McGee has gained a 'Assault Rifle Bullets' #1657006.
[01:47:18	]Abdul Jafarri has taken 4 damage from hunter_flechette.
[01:47:18	]Abdul Jafarri has taken 4 damage from hunter_flechette.
[01:47:18	]Abdul Jafarri has taken 4 damage from hunter_flechette.
[01:47:18	]Abdul Jafarri has critically hit Pathfinder in the head dealing 20 damage (CritChance was 0.55).
[01:47:18	]Pathfinder has taken 20 damage from Abdul Jafarri.
[01:47:19	]LOYALIST VORT ran 'Consume' on item 'Antlion Extract' (#1657104)
[01:47:19	]Chombo-Baraka-Babayabo-Barry has taken 4 damage from hunter_flechette.
[01:47:19	]Chombo-Baraka-Babayabo-Barry has taken 4 damage from hunter_flechette.
[01:47:19	][IC] Mar'Eyoo: Cooking.
[01:47:19	]Chombo-Baraka-Babayabo-Barry has gained a '30rnd AK-magazine' #1656859.
[01:47:19	]Chombo-Baraka-Babayabo-Barry has lost a '30rnd AK-magazine' #1656865.
[01:47:19	]Abdul Jafarri has taken 4 damage from hunter_flechette.
[01:47:19	]S10/SYNTH.VORTISLAVE-98 has used a context menu option with the name: vj_pr_npc_control
[01:47:20	]C17:RCT.YELLO-83 used command '/RadioWhisper Who's still alive wtf.'.
[01:47:20	]Abdul Jafarri has gained a '30rnd M4-magazine' #1656302.
[01:47:20	]Abdul Jafarri has lost a '30rnd M4-magazine' #1656301.
[01:47:20	]LOYALIST VORT entered observer.
[01:47:21	]C24:i3.GRID-2 has lost a '20rnd DMR-magazine' #1656558.
[01:47:21	]C24:RL.XRAY-6 ran SAM command 'asay' with arguments: 'I need a car rn'
[01:47:21	]C24:RL.XRAY-6 used command '/Help I need a car rn'.
[01:47:22	]Pathfinder is fully healed.
[01:47:22	]Pathfinder has taken 96 damage from Kraas'Etan.
[01:47:22	][VORT] Kraas'Etan has damaged Pathfinder, dealing 96 with vortbeam
[01:47:22	][VORT] Kraas'Etan has damaged pill_puppet, dealing 96 with vortbeam
[01:47:23	]Kraas'Etan has taken 4 damage from hunter_flechette.
[01:47:23	]McGee ran 'take' on item 'Assault Rifle Bullets' (#1657030)
[01:47:23	]McGee has gained a 'Assault Rifle Bullets' #1657030.
[01:47:24	][IC] gaklalalkalalaung: The Combine, yes!
[01:47:24	]Abdul Jafarri has hit Kraas'Etan dealing 12 damage (CritChance was 0.55).
[01:47:24	]Kraas'Etan has taken 12 damage from Abdul Jafarri.
[01:47:25	]S10/SYNTH.VORTISLAVE-98 entered observer.
[01:47:26	]C24:RL.VICE-9 used command '/Radio me'.
[01:47:26	][IC] gaklalalkalalaung: I have a brain injury.
[01:47:27	]Abdul Jafarri has gained a '30rnd M4-magazine' #1656301.
[01:47:27	]Abdul Jafarri has lost a '30rnd M4-magazine' #1656300.
[01:47:27	]Pathfinder is fully healed.
[01:47:27	][IC] Mar'Eyoo: 21 hp.
[01:47:28	]C24:i3.GRID-2 used command '/Radio Bro, just keep fighting duh'.
[01:47:29	][IC] Mar'Eyoo: Chaffingbonds.
[01:47:31	][IC] gaklalalkalalaung: My brain is injured!
[01:47:31	]McGee used the 'John Doe' vendor.
[01:47:31	]Abdul Jafarri ran 'combine' on item '30rnd M4-magazine' (#1656302)
[01:47:32	][IC] gaklalalkalalaung: Ow.
[01:47:38	][IC] Mar'Eyoo: We have endured these chafing bonds for eons, yet a single moment of further servitude seems intolerable!
[01:47:38	]S10/SYNTH.VORTISLAVE-98 has spawned a 'NPC [698][npc_vj_hunter2_z]'.
[01:47:39	]McGee has gained 0 chips.
[01:47:39	]McGee has gained a 'Disinfected Bandage Roll' #1657105.
[01:47:39	]McGee has gained 0 chips.
[01:47:39	]McGee has gained a 'Disinfected Bandage Roll' #1657106.
[01:47:40	]McGee has gained 0 chips.
[01:47:40	]McGee has gained a 'Disinfected Bandage Roll' #1657107.
[01:47:40	]Grunk was just killed due to: accepting their death
[01:47:40	][IC] gaklalalkalalaung: Uh oh.
[01:47:40	]McGee has gained 0 chips.
[01:47:40	]McGee has gained a 'Disinfected Bandage Roll' #1657108.
[01:47:41	]McGee has gained 0 chips.
[01:47:41	]McGee has gained a 'Disinfected Bandage Roll' #1657109.
[01:47:41	]S10/SYNTH.VORTISLAVE-98 has fired a toolgun with the name: vjstool_healthmodifier
[01:47:43	]S10/SYNTH.VORTISLAVE-98 has used a context menu option with the name: vj_pr_npc_control
[01:47:43	]Grunk ran 'Equip' on item 'SCAR-H' (#1656398)
[01:47:44	]Grunk ran 'Equip' on item 'Stunstick' (#1646573)
[01:47:45	][IC] Mar'Eyoo: Lmao.
[01:47:45	]C17:RCT.YELLO-83 used command '/RadioWhisper We just popping the synths now?'.
[01:47:46	]McGee used the 'John Doe' vendor.
[01:47:46	][IC] gaklalalkalalaung: Combine guard is coming !
[01:47:47	]Yngraham Winter has taken 25 damage from Pathfinder.
[01:47:48	][OOC] LOYALIST VORT: ok new event its a free for all good luck winner gets nothing
[01:47:49	]C24:RL.XRAY-6 has taken 25 damage from Pathfinder.
[01:47:50	]McGee ran 'take' on item 'Assault Rifle Bullets' (#1657029)
[01:47:50	]McGee has gained a 'Assault Rifle Bullets' #1657029.
[01:47:51	]McGee used the 'John Doe' vendor.
[01:47:51	]C24:RL.XRAY-6 has critically hit Pathfinder in the head dealing 42 damage (CritChance was 1.01).
[01:47:51	]Pathfinder has taken 42 damage from C24:RL.XRAY-6.
[01:47:51	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:51	]LOYALIST VORT has given himself a xen_concoction.
[01:47:51	]LOYALIST VORT has gained a 'Extract Concoction' #1657110.
[01:47:52	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:52	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:52	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:52	]Pathfinder is fully healed.
[01:47:52	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:52	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:52	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:52	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:52	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:53	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:53	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:53	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:53	]McGee has gained 0 chips.
[01:47:53	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:53	]McGee has gained a 'Assault Rifle Bullets' #1657111.
[01:47:53	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:53	]C24:RL.XRAY-6 has gained a '20rnd DMR-magazine' #1656537.
[01:47:53	]C24:RL.XRAY-6 has lost a '20rnd DMR-magazine' #1656566.
[01:47:53	]McGee has gained 0 chips.
[01:47:53	]McGee has gained a 'Assault Rifle Bullets' #1657112.
[01:47:54	]McGee has gained 0 chips.
[01:47:54	]McGee has gained a 'Assault Rifle Bullets' #1657113.
[01:47:54	]McGee has gained 0 chips.
[01:47:54	]McGee has gained a 'Assault Rifle Bullets' #1657114.
[01:47:54	]Mar'Eyoo used command '/EnterMeditation'.
[01:47:54	][OOC] Bottom G: ^
[01:47:55	]McGee has gained 0 chips.
[01:47:55	]McGee has gained a 'Assault Rifle Bullets' #1657115.
[01:47:55	]Grunk has lost a '20rnd DMR-magazine' #1656468.
[01:47:56	]Abdul Jafarri has hit Tamanaha Masumi in the right leg dealing 5 damage (CritChance was 0.55).
[01:47:56	]Tamanaha Masumi has taken 5 damage from Abdul Jafarri.
[01:47:57	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:47:57	]Abdul Jafarri has critically hit Keiichi Ishikawa in the right arm dealing 5 damage (CritChance was 0.55).
[01:47:57	]Keiichi Ishikawa has taken 5 damage from Abdul Jafarri.
[01:47:57	]Abdul Jafarri has critically hit Keiichi Ishikawa in the chest dealing 14 damage (CritChance was 0.55).
[01:47:57	]Keiichi Ishikawa has taken 13 damage from Abdul Jafarri.
[01:47:57	]Abdul Jafarri has hit Felix in the left arm dealing 5 damage (CritChance was 0.22).
[01:47:57	]Felix has taken 5 damage from Abdul Jafarri.
[01:47:57	]Abdul Jafarri has hit Keiichi Ishikawa in the chest dealing 0 damage (CritChance was 0.55).
[01:47:57	]Abdul Jafarri has hit Keiichi Ishikawa in the left arm dealing 3 damage (CritChance was 0.55).
[01:47:57	]Keiichi Ishikawa has taken 2 damage from Abdul Jafarri.
[01:47:57	]Abdul Jafarri has hit Felix in the left arm dealing 5 damage (CritChance was 0.22).
[01:47:57	]Felix has taken 5 damage from Abdul Jafarri.
[01:47:57	]Abdul Jafarri has hit Felix in the left arm dealing 0 damage (CritChance was 0.22).
[01:47:57	]Abdul Jafarri has hit Felix in the left arm dealing 5 damage (CritChance was 0.22).
[01:47:57	]Felix has taken 5 damage from Abdul Jafarri.
[01:47:58	]Abdul Jafarri has critically hit Felix in the right arm dealing 5 damage (CritChance was 0.22).
[01:47:58	]Felix has taken 5 damage from Abdul Jafarri.
[01:47:58	]Abdul Jafarri has hit Felix in the chest dealing 12 damage (CritChance was 0.22).
[01:47:58	]Felix has taken 12 damage from Abdul Jafarri.
[01:47:58	]Tamanaha Masumi has hit Felix in the right leg dealing 5 damage (CritChance was 0.25).
[01:47:58	]Felix has taken 4 damage from Tamanaha Masumi.
[01:47:58	]Abdul Jafarri has critically hit Felix in the chest dealing 19 damage (CritChance was 0.22).
[01:47:58	]Felix has taken 19 damage from Abdul Jafarri.
[01:47:58	]Abdul Jafarri has hit Keiichi Ishikawa in the head dealing 10 damage (CritChance was 0.55).
[01:47:58	]Keiichi Ishikawa has taken 10 damage from Abdul Jafarri.
[01:47:58	]LOYALIST VORT exited observer at their location.
[01:47:58	]Abdul Jafarri has hit Keiichi Ishikawa in the head dealing 10 damage (CritChance was 0.55).
[01:47:58	]Keiichi Ishikawa has gained a '30rnd AK-magazine' #1656399.
[01:47:58	]Keiichi Ishikawa was knocked unconscious and is bleeding out.
[01:47:58	]Yngraham Winter used the 'John Doe' vendor.
[01:47:58	]Tamanaha Masumi has hit Felix in the chest dealing 11 damage (CritChance was 0.25).
[01:47:58	]Felix has taken 11 damage from Tamanaha Masumi.
[01:47:58	]Abdul Jafarri has hit GOBLY GOOK in the left leg dealing 5 damage (CritChance was 0.22).
[01:47:58	]GOBLY GOOK has taken 5 damage from Abdul Jafarri.
[01:47:59	]Tamanaha Masumi is fully healed.
[01:47:59	]Abdul Jafarri has hit Felix in the stomach dealing 12 damage (CritChance was 0.22).
[01:47:59	]Felix has taken 12 damage from Abdul Jafarri.
[01:47:59	]Abdul Jafarri has critically hit Felix in the right arm dealing 0 damage (CritChance was 0.55).
[01:47:59	]Abdul Jafarri has hit Felix in the chest dealing 12 damage (CritChance was 0.55).
[01:47:59	]Felix has taken 12 damage from Abdul Jafarri.
[01:47:59	]LOYALIST VORT ran 'Consume' on item 'Extract Concoction' (#1657110)
[01:47:59	]LOYALIST VORT has wasted a level 15 long boost in Strength (current: 0; target: 15).
[01:47:59	]LOYALIST VORT has wasted a level 15 long boost in Agility (current: 0; target: 15).
[01:47:59	]LOYALIST VORT has wasted a level 15 long boost in Intelligence (current: 0; target: 15).
[01:47:59	]LOYALIST VORT has wasted a level 15 long boost in Perception (current: 0; target: 15).
[01:47:59	]Abdul Jafarri has gained a '30rnd M4-magazine' #1656300.
[01:47:59	]Abdul Jafarri has lost a '30rnd M4-magazine' #1656302.
[01:48:00	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:48:00	][IC] gaklalalkalalaung: Galanga.
[01:48:00	]Tamanaha Masumi has hit Abdul Jafarri in the chest dealing 11 damage (CritChance was 0.25).
[01:48:00	]Abdul Jafarri has taken 11 damage from Tamanaha Masumi.
[01:48:01	]C24:RL.XRAY-6 has critically hit Pathfinder in the right leg dealing 0 damage (CritChance was 0.91).
[01:48:01	]C24:RL.XRAY-6 has hit Pathfinder in the left arm dealing 11 damage (CritChance was 0.91).
[01:48:01	]Pathfinder has taken 10 damage from C24:RL.XRAY-6.
[01:48:01	]C24:RL.XRAY-6 has taken 4 damage from hunter_flechette.
[01:48:02	]C24:RL.XRAY-6 has critically hit Pathfinder in the stomach dealing 16 damage (CritChance was 0.90).
[01:48:02	]Pathfinder has taken 15 damage from C24:RL.XRAY-6.
[01:48:02	]C24:RL.XRAY-6 has critically hit Pathfinder in the right arm dealing 11 damage (CritChance was 0.90).
[01:48:02	]Pathfinder has taken 10 damage from C24:RL.XRAY-6.
[01:48:02	]GOBLY GOOK has critically hit Felix in the right leg dealing 4 damage (CritChance was 1.01).
[01:48:02	]Felix has taken 3 damage from GOBLY GOOK.
[01:48:02	]GOBLY GOOK has critically hit Tamanaha Masumi in the chest dealing 18 damage (CritChance was 1.01).
[01:48:02	]Tamanaha Masumi has taken 18 damage from GOBLY GOOK.
[01:48:02	]Pathfinder is fully healed.
[01:48:02	]GOBLY GOOK has critically hit Tamanaha Masumi in the chest dealing 18 damage (CritChance was 1.01).
[01:48:02	]Tamanaha Masumi has taken 18 damage from GOBLY GOOK.
[01:48:02	]GOBLY GOOK has critically hit Tamanaha Masumi in the right arm dealing 5 damage (CritChance was 1.01).
[01:48:02	]Tamanaha Masumi has taken 4 damage from GOBLY GOOK.
[01:48:02	]Tamanaha Masumi has critically hit Felix in the chest dealing 18 damage (CritChance was 0.84).
[01:48:02	]Felix has taken 18 damage from Tamanaha Masumi.
[01:48:02	]GOBLY GOOK has critically hit Tamanaha Masumi in the right arm dealing 5 damage (CritChance was 1.01).
[01:48:02	]Tamanaha Masumi has taken 4 damage from GOBLY GOOK.
[01:48:02	]McGee used command '/ToggleRaise'.
[01:48:02	]GOBLY GOOK has gained level 49 in the Guns skill.
[01:48:02	]GOBLY GOOK has critically hit Tamanaha Masumi in the right arm dealing 0 damage (CritChance was 1.01).
[01:48:02	]GOBLY GOOK has critically hit Tamanaha Masumi in the right arm dealing 0 damage (CritChance was 1.01).
[01:48:02	]GOBLY GOOK has critically hit Tamanaha Masumi in the right arm dealing 5 damage (CritChance was 1.01).
[01:48:02	]Tamanaha Masumi has taken 4 damage from GOBLY GOOK.
[01:48:02	][OOC] Bottom G: teaming is allowed
[01:48:03	]C24:RL.XRAY-6 has taken 1 damage from hunter_flechette.
[01:48:03	]GOBLY GOOK has critically hit Felix in the chest dealing 0 damage (CritChance was 1.01).
