[02:35:45	]Fractures has connected.
[03:14:12	]Crash test dummy has hit S10/WALLHAMMER.ICE-20 in the right arm dealing 9 damage (CritChance was 0.23).
[03:14:12	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:14:12	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the chest dealing 34 damage (CritChance was 0.92).
[03:14:12	]S10/WALLHAMMER.ICE-20 has taken 34 damage from Crash test dummy.
[03:14:12	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the right arm dealing 9 damage (CritChance was 0.92).
[03:14:12	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:14:12	]Crash test dummy has critically hit S10/WALLHAMMER.ICE-20 in the right arm dealing 9 damage (CritChance was 0.92).
[03:14:12	]S10/WALLHAMMER.ICE-20 has taken 9 damage from Crash test dummy.
[03:14:12	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the right leg dealing 0 damage (CritChance was 1.01).
[03:14:12	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the head dealing 0 damage (CritChance was 1.01).
[03:14:12	]S10/WALLHAMMER.ICE-20 has critically hit Crash test dummy in the head dealing 22 damage (CritChance was 1.01).
[03:14:12	]Crash test dummy has gained a '20rnd DMR-magazine' #1652267.
[03:14:12	]Crash test dummy was knocked unconscious and is bleeding out.
[03:14:14	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655649.
[03:14:14	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655648.
[03:14:16	][IC] S10/WALLHAMMER.ICE-20: <:: Nearly got me. ::>
[03:14:22	][IC] S10/WALLHAMMER.ICE-20: <:: If you didnt miss those 5 bullets. ::>
[03:14:24	][IC] S10/WALLHAMMER.ICE-20: <:: You would've won. ::>
[03:14:28	][IC] S10/WALLHAMMER.ICE-20: <:: THAT SHIT OP AF. ::>
[03:14:29	]Crash test dummy was just killed due to: accepting their death
[03:14:34	][OOC] Crash test dummy: do over
[03:14:39	]Crash test dummy has spawned 'models/props/de_nuke/crate_extralarge.mdl'.
[03:14:43	]Crash test dummy has spawned 'models/props/de_nuke/crate_extrasmall.mdl'.
[03:14:45	][OOC] S10/WALLHAMMER.ICE-20: i'll go wallhammer
[03:14:52	]S10/WALLHAMMER.ICE-20 ran 'removeMag' on item 'AR-2' (#1655683)
[03:14:52	]S10/WALLHAMMER.ICE-20 has gained a '30rnd Pulse-magazine' #1655648.
[03:14:53	]S10/WALLHAMMER.ICE-20 ran 'EquipUn' on item 'AR-2' (#1655683)
[03:14:53	]Crash test dummy has spawned 'models/props/de_nuke/crate_extrasmall.mdl'.
[03:14:53	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'AR-2' (#1655683)
[03:14:53	]S10/WALLHAMMER.ICE-20 has lost a 'AR-2' #1655683.
[03:14:55	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'Pulse Rifle Bullets' (#1655663)
[03:14:55	]S10/WALLHAMMER.ICE-20 has lost a 'Pulse Rifle Bullets' #1655663.
[03:14:55	]S10/WALLHAMMER.ICE-20 ran 'drop' on item '30rnd Pulse-magazine' (#1655649)
[03:14:55	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655649.
[03:14:56	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'Pulse Rifle Bullets' (#1655662)
[03:14:56	]S10/WALLHAMMER.ICE-20 has lost a 'Pulse Rifle Bullets' #1655662.
[03:14:56	]S10/WALLHAMMER.ICE-20 ran 'drop' on item '30rnd Pulse-magazine' (#1655648)
[03:14:56	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655648.
[03:14:57	]S10/WALLHAMMER.ICE-20 ran 'drop' on item '30rnd Pulse-magazine' (#1655647)
[03:14:57	]S10/WALLHAMMER.ICE-20 has lost a '30rnd Pulse-magazine' #1655647.
[03:14:58	]S10/WALLHAMMER.ICE-20 ran 'drop' on item 'OTA Elite Uniform' (#1655682)
[03:14:58	]S10/WALLHAMMER.ICE-20 has lost a 'OTA Elite Uniform' #1655682.
[03:14:59	]S10/WALLHAMMER.ICE-20 used the 'John Doe' vendor.
[03:15:01	]S10/WALLHAMMER.ICE-20 has gained 0 chips.
[03:15:01	]S10/WALLHAMMER.ICE-20 has gained a 'OTA Suppressor Uniform' #1655688.
[03:15:06	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[03:15:06	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652267)
[03:15:07	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652267)
[03:15:09	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1654833)
[03:15:10	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652268)
[03:15:10	][OOC] S10/WALLHAMMER.ICE-20: OH NOOOO THERES NO MAGS
[03:15:11	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652268)
[03:15:12	]Crash test dummy ran 'combine' on item 'Rifle Bullets' (#1655684)
[03:15:22	][IC] S10/WALLHAMMER.ICE-20: // can you spawn shit?
[03:15:24	][IC] S10/WALLHAMMER.ICE-20: // can you spawn shit?
[03:15:28	][IC] S10/WALLHAMMER.ICE-20: Apf.
[03:15:28	][LOOC] Crash test dummy: no
[03:15:29	]Crash test dummy used the 'John Doe' vendor.
[03:15:31	][IC] S10/WALLHAMMER.ICE-20: <:: APF. ::>
[03:15:42	]S10/APF.ICE-20 used command '/SetOwnName S10/APF.ICE-20'.
[03:15:43	][IC] S10/APF.ICE-20: <:: APF. ::>
[03:15:45	][IC] S10/APF.ICE-20: <:: Haha. ::>
[03:16:01	]Crash test dummy has gained 0 chips.
[03:16:01	]Crash test dummy has gained a 'Containment Uniform' #1655689.
[03:16:15	][LOOC] Crash test dummy: also
[03:16:27	][LOOC] Crash test dummy: I probably would've won because I only had 75 armor compared to my real 100
[03:16:34	]S10/APF.ICE-20 used the 'John Doe' vendor.
[03:16:35	][LOOC] Crash test dummy: this uniform is more on point
[03:16:37	][IC] Crash test dummy: Redo.
[03:16:38	]Crash test dummy used the 'John Doe' vendor.
[03:16:40	]Crash test dummy has gained 0 chips.
[03:16:40	]Crash test dummy has gained a 'Rifle Bullets' #1655690.
[03:16:40	]Crash test dummy has gained 0 chips.
[03:16:40	]Crash test dummy has gained a 'Rifle Bullets' #1655691.
[03:16:40	]S10/APF.ICE-20 has gained 0 chips.
[03:16:41	]S10/APF.ICE-20 has gained a 'OSPR2A-EXP' #1655692.
[03:16:41	]Crash test dummy has gained 0 chips.
[03:16:41	]Crash test dummy has gained a 'Rifle Bullets' #1655693.
[03:16:41	]Crash test dummy has gained 0 chips.
[03:16:45	]Crash test dummy ran 'drop' on item 'CP Rank Leader Uniform' (#1652265)
[03:16:45	]Crash test dummy has lost a 'CP Rank Leader Uniform' #1652265.
[03:16:56	]Crash test dummy ran 'use' on item 'Dark Pills' (#1652297)
[03:16:56	]Crash test dummy has gained a level 7 short boost in Strength.
[03:16:56	]Crash test dummy has gained a level 7 short boost in Agility.
[03:16:56	]Crash test dummy has gained a level 7 short boost in Intelligence.
[03:16:56	]Crash test dummy has gained a level 7 short boost in Perception.
[03:17:04	]Crash test dummy ran 'Equip' on item 'G3' (#1652222)
[03:17:05	]Crash test dummy used command '/ToggleRaise'.
[03:17:10	]Crash test dummy has lost a '20rnd DMR-magazine' #1654833.
[03:17:15	]Crash test dummy destroyed a '30rnd Pulse-magazine' #1655648.
[03:17:15	]Crash test dummy destroyed a 'CP Rank Leader Uniform' #1652265.
[03:17:15	]Crash test dummy destroyed a 'Pulse Rifle Bullets' #1655662.
[03:17:16	]Crash test dummy destroyed a 'AR-2' #1655683.
[03:17:16	]Crash test dummy destroyed a 'OTA Elite Uniform' #1655682.
[03:17:16	]Crash test dummy destroyed a 'Pulse Rifle Bullets' #1655663.
[03:17:16	]Crash test dummy destroyed a '30rnd Pulse-magazine' #1655649.
[03:17:17	]Crash test dummy destroyed a 'Rifle Bullets' #1655694.
[03:17:19	]Crash test dummy destroyed a '30rnd Pulse-magazine' #1655647.
[03:17:20	]Crash test dummy destroyed a 'SR-1A' #1655657.
[03:17:21	]Crash test dummy destroyed a 'Combine PDA' #1652279.
[03:17:22	]Crash test dummy destroyed a '30rnd Pulse-magazine' #1655620.
[03:17:24	]Crash test dummy destroyed a 'OTA Elite Uniform' #1655674.
[03:17:26	]Crash test dummy has gained a '20rnd DMR-magazine' #1654833.
[03:17:26	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[03:17:30	]S10/APF.ICE-20 used the 'John Doe' vendor.
[03:17:33	]Crash test dummy destroyed a 'H&K P2000' #1652787.
[03:17:35	]S10/APF.ICE-20 has gained 0 chips.
[03:17:35	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655695.
[03:17:35	]S10/APF.ICE-20 has gained 0 chips.
[03:17:35	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655696.
[03:17:35	]S10/APF.ICE-20 has gained 0 chips.
[03:17:35	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655697.
[03:17:36	]S10/APF.ICE-20 has gained 0 chips.
[03:17:36	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655698.
[03:17:36	]S10/APF.ICE-20 has gained 0 chips.
[03:17:36	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655699.
[03:17:37	]S10/APF.ICE-20 has gained 0 chips.
[03:17:37	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655700.
[03:17:37	]S10/APF.ICE-20 has gained 0 chips.
[03:17:37	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655701.
[03:17:40	]S10/APF.ICE-20 has gained 0 chips.
[03:17:40	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655702.
[03:17:41	]S10/APF.ICE-20 has gained 0 chips.
[03:17:41	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655703.
[03:17:41	]S10/APF.ICE-20 has gained 0 chips.
[03:17:41	]S10/APF.ICE-20 has gained a '30rnd Pulse-magazine' #1655704.
[03:17:45	]S10/APF.ICE-20 ran 'drop' on item '30rnd Pulse-magazine' (#1655703)
[03:17:45	]S10/APF.ICE-20 has lost a '30rnd Pulse-magazine' #1655703.
[03:17:46	]S10/APF.ICE-20 ran 'drop' on item '30rnd Pulse-magazine' (#1655702)
[03:17:46	]S10/APF.ICE-20 has lost a '30rnd Pulse-magazine' #1655702.
[03:17:46	]S10/APF.ICE-20 ran 'drop' on item '30rnd Pulse-magazine' (#1655704)
[03:17:46	]S10/APF.ICE-20 has lost a '30rnd Pulse-magazine' #1655704.
[03:17:46	]S10/APF.ICE-20 used the 'John Doe' vendor.
[03:17:47	][IC] Crash test dummy: Ow!
[03:17:50	]Crash test dummy destroyed a '30rnd Pulse-magazine' #1655702.
[03:17:50	]Crash test dummy destroyed a '30rnd Pulse-magazine' #1655704.
[03:17:51	]Crash test dummy destroyed a '30rnd Pulse-magazine' #1655703.
[03:17:51	]S10/APF.ICE-20 has gained 0 chips.
[03:17:51	]S10/APF.ICE-20 has gained a '24rnd Heavy-Pulse Magazine' #1655705.
[03:17:52	]S10/APF.ICE-20 has gained 0 chips.
[03:17:52	]S10/APF.ICE-20 has gained a '24rnd Heavy-Pulse Magazine' #1655706.
[03:17:52	]S10/APF.ICE-20 has gained 0 chips.
[03:17:52	]S10/APF.ICE-20 has gained a '24rnd Heavy-Pulse Magazine' #1655707.
[03:17:53	]S10/APF.ICE-20 has gained 0 chips.
[03:17:53	]S10/APF.ICE-20 has gained a '24rnd Heavy-Pulse Magazine' #1655708.
[03:17:54	]S10/APF.ICE-20 has gained 0 chips.
[03:17:54	]S10/APF.ICE-20 has gained a '24rnd Heavy-Pulse Magazine' #1655709.
[03:17:54	]Crash test dummy used the 'John Doe' vendor.
[03:17:56	]S10/APF.ICE-20 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#1655706)
[03:17:56	]S10/APF.ICE-20 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#1655707)
[03:17:56	]Crash test dummy has gained 0 chips.
[03:17:57	]S10/APF.ICE-20 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#1655705)
[03:17:57	]Crash test dummy has gained a 'Rifle Bullets' #1655710.
[03:17:57	]Crash test dummy has gained 0 chips.
[03:17:57	]Crash test dummy has gained a 'Rifle Bullets' #1655711.
[03:17:57	]S10/APF.ICE-20 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#1655709)
[03:17:58	]S10/APF.ICE-20 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#1655708)
[03:17:58	]S10/APF.ICE-20 used the 'John Doe' vendor.
[03:18:00	]S10/APF.ICE-20 has gained 0 chips.
[03:18:00	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655712.
[03:18:00	]S10/APF.ICE-20 has gained 0 chips.
[03:18:00	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655713.
[03:18:01	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1654833)
[03:18:01	]S10/APF.ICE-20 has gained 0 chips.
[03:18:01	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655714.
[03:18:01	]S10/APF.ICE-20 has gained 0 chips.
[03:18:01	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655715.
[03:18:02	]S10/APF.ICE-20 has gained 0 chips.
[03:18:02	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655716.
[03:18:02	]S10/APF.ICE-20 has gained 0 chips.
[03:18:02	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655717.
[03:18:02	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[03:18:02	]Crash test dummy has lost a '20rnd DMR-magazine' #1654833.
[03:18:03	]S10/APF.ICE-20 has gained 0 chips.
[03:18:03	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655718.
[03:18:03	]S10/APF.ICE-20 has gained 0 chips.
[03:18:03	]S10/APF.ICE-20 has gained a 'Heavy Pulse Rounds' #1655719.
[03:18:04	]Crash test dummy ran 'combine' on item '20rnd DMR-magazine' (#1652269)
[03:18:05	]Crash test dummy ran 'drop' on item 'Rifle Bullets' (#1655684)
[03:18:05	]Crash test dummy has lost a 'Rifle Bullets' #1655684.
[03:18:11	][IC] S10/APF.ICE-20: <:: Fuck i need bags. ::>
[03:18:17	][IC] Crash test dummy: Ready?
[03:18:20	]Crash test dummy used the 'John Doe' vendor.
[03:18:23	]Crash test dummy has gained 0 chips.
[03:18:23	]Crash test dummy has gained a 'OTA Mask' #1655720.
[03:18:26	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:18:26	]S10/APF.ICE-20 was knocked unconscious and is bleeding out.
[03:18:38	][IC] Crash test dummy: <:: ,. ::>
[03:18:43	][IC] Crash test dummy: <:: 200. ::>
[03:18:44	]S10/APF.ICE-20 was just killed due to: accepting their death
[03:18:48	]S10/APF.ICE-20 used command '/Radio imdow nLOL'.
[03:18:57	]S10/APF.ICE-20 has spawned 'models/props_lab/blastdoor001c.mdl'.
[03:19:38	]S10/APF.ICE-20 ran 'Equip' on item 'OSPR2A-EXP' (#1655692)
[03:19:39	]S10/APF.ICE-20 used command '/ToggleRaise'.
[03:19:40	]S10/APF.ICE-20 has lost a '24rnd Heavy-Pulse Magazine' #1655709.
[03:19:43	][OOC] S10/APF.ICE-20: R?
[03:19:46	][IC] Crash test dummy: <:: SECTOR OVERRUN TEAM DOWN. ::>
[03:19:50	][IC] Crash test dummy: <:: Overwatch, sector overrun! Repeat, sector overrun! ::>
[03:19:55	][IC] Crash test dummy: <:: TEAM DOWN. ::>
[03:19:59	][IC] Crash test dummy: <:: Overwatch, team is down, sector is not controlled. ::>
[03:20:02	][OOC] Crash test dummy: r
[03:20:05	]S10/APF.ICE-20 used command '/Radio REFIND'.
[03:20:07	]S10/APF.ICE-20 used command '/Radio haha4'.
[03:20:11	]Crash test dummy used command '/SC OTA'.
[03:20:23	]Crash test dummy used command '/Radio SECTOR OVERRUN'.
[03:20:25	]S10/APF.ICE-20 used command '/Radio ANTICITIZEN ONE'.
[03:20:29	]S10/APF.ICE-20 has hit Crash test dummy dealing 16 damage (CritChance was 0.50).
[03:20:29	]Crash test dummy has taken 16 damage from S10/APF.ICE-20.
[03:20:31	]S10/APF.ICE-20 has gained a '24rnd Heavy-Pulse Magazine' #1655709.
[03:20:31	]S10/APF.ICE-20 has lost a '24rnd Heavy-Pulse Magazine' #1655708.
[03:20:34	]S10/APF.ICE-20 used command '/Radio haha'.
[03:20:39	]Crash test dummy used command '/Radio Using a broken gun, huh?'.
[03:20:39	]S10/APF.ICE-20 ran 'combine' on item '24rnd Heavy-Pulse Magazine' (#1655709)
[03:20:44	]S10/APF.ICE-20 used command '/Radio it's the APF gun'.
[03:21:06	]S10/APF.ICE-20 has hit Crash test dummy dealing 0 damage (CritChance was 0.50).
[03:21:06	]S10/APF.ICE-20 has hit Crash test dummy dealing 16 damage (CritChance was 0.50).
[03:21:06	]Crash test dummy has taken 16 damage from S10/APF.ICE-20.
[03:21:07	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.23).
[03:21:07	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.23).
[03:21:07	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:21:07	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.23).
[03:21:07	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.23).
[03:21:07	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.23).
[03:21:08	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.23).
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.23).
[03:21:08	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.23).
[03:21:08	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.23).
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.23).
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.23).
[03:21:08	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.23).
[03:21:08	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.23).
[03:21:08	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.23).
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.23).
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.23).
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.23).
[03:21:08	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:21:08	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.23).
[03:21:08	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:21:09	]Crash test dummy has gained a '20rnd DMR-magazine' #1654833.
[03:21:09	]Crash test dummy has lost a '20rnd DMR-magazine' #1652269.
[03:21:12	]S10/APF.ICE-20 is fully healed.
[03:21:12	][IC] S10/APF.ICE-20: <:: Anti-citizen One confirmed, firing. ::>
[03:21:19	]S10/APF.ICE-20 has gained a '24rnd Heavy-Pulse Magazine' #1655708.
[03:21:19	]S10/APF.ICE-20 has lost a '24rnd Heavy-Pulse Magazine' #1655709.
[03:21:25	]S10/APF.ICE-20 has hit Crash test dummy dealing 0 damage (CritChance was 0.50).
[03:21:25	]S10/APF.ICE-20 has hit Crash test dummy dealing 16 damage (CritChance was 0.50).
[03:21:25	]Crash test dummy has taken 16 damage from S10/APF.ICE-20.
[03:21:25	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.23).
[03:21:25	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:21:25	]Crash test dummy has hit S10/APF.ICE-20 dealing 21 damage (CritChance was 0.23).
[03:21:25	]S10/APF.ICE-20 has taken 21 damage from Crash test dummy.
[03:21:25	]Crash test dummy has hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.23).
[03:21:25	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.23).
[03:21:25	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:21:25	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.94).
[03:21:25	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.94).
[03:21:25	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.94).
[03:21:25	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.94).
[03:21:25	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:21:26	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.94).
[03:21:26	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 34 damage (CritChance was 0.94).
[03:21:26	]S10/APF.ICE-20 has taken 34 damage from Crash test dummy.
[03:21:26	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 25 damage (CritChance was 0.50).
[03:21:26	]Crash test dummy has taken 25 damage from S10/APF.ICE-20.
[03:21:26	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 0 damage (CritChance was 0.50).
[03:21:26	]S10/APF.ICE-20 has critically hit Crash test dummy dealing 25 damage (CritChance was 0.50).
[03:21:26	]Crash test dummy has taken 25 damage from S10/APF.ICE-20.
[03:21:26	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 0 damage (CritChance was 0.91).
[03:21:26	]Crash test dummy has critically hit S10/APF.ICE-20 dealing 26 damage (CritChance was 0.91).
[03:21:26	]S10/APF.ICE-20 has taken 26 damage from Crash test dummy.
[03:21:27	]Crash test dummy has gained a '20rnd DMR-magazine' #1652269.
[03:21:27	]Crash test dummy has lost a '20rnd DMR-magazine' #1652268.
[03:21:27	]S10/APF.ICE-20 has hit Crash test dummy dealing 16 damage (CritChance was 0.50).
[03:21:27	]Crash test dummy has gained a '20rnd DMR-magazine' #1652268.
[03:21:27	]Crash test dummy was knocked unconscious and is bleeding out.
[03:21:33	][LOOC] Crash test dummy: how did that land?
[03:21:37	][LOOC] Crash test dummy: I was behind cover?
[03:21:47	][IC] S10/APF.ICE-20: <:: That's it. ::>
[03:21:51	]Crash test dummy was just killed due to: accepting their death
[03:21:55	]S10/APF.ICE-20 has gained a '24rnd Heavy-Pulse Magazine' #1655709.
[03:21:55	]S10/APF.ICE-20 has lost a '24rnd Heavy-Pulse Magazine' #1655707.
