[21:03:09	]Fedora has connected.
[22:14:00	][IC] C24:RCT.YELLO-11: <:: Bu-bu-bu-. ::>
[22:14:01	]Guomundur  Einarsson used the 'John Doe' vendor.
[22:14:01	]Anders Stauning has hit C17:RCT.YELLO-32 in the chest dealing 104 damage (CritChance was 0.10).
[22:14:01	]C17:RCT.YELLO-32 has taken 104 damage from Anders Stauning.
[22:14:01	][LOOC] C17:RCT.YELLO-32: shoot me
[22:14:01	]C24:RL.XRAY-74 ran 'drop' on item 'MP-155' (#2688149)
[22:14:01	]C24:RL.XRAY-74 has lost a 'MP-155' #2688149.
[22:14:02	]Anders Stauning entered observer.
[22:14:03	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:14:03	]Guomundur  Einarsson has gained 0 chips.
[22:14:03	]Guomundur  Einarsson has gained a 'Bandage Roll' #2688157.
[22:14:03	][IC] C24:OTAGUY.OTA-37: <:: THought I was dead? ::>
[22:14:03	]Guomundur  Einarsson has gained 0 chips.
[22:14:03	]Guomundur  Einarsson has gained a 'Bandage Roll' #2688158.
[22:14:04	]Guomundur  Einarsson has gained 0 chips.
[22:14:04	]Guomundur  Einarsson has gained a 'Bandage Roll' #2688159.
[22:14:04	]C24:i5.COURIER-06 exited observer at their location.
[22:14:04	]C24:RL.XRAY-74 ran 'take' on item 'MP-155' (#2688149)
[22:14:04	]C24:RL.XRAY-74 has gained a 'MP-155' #2688149.
[22:14:04	]Anders Stauning exited observer at their location.
[22:14:06	]Anders Stauning has hit C17:RCT.YELLO-32 in the head dealing 123 damage (CritChance was 0.06).
[22:14:06	]C17:RCT.YELLO-32 was knocked unconscious and is bleeding out.
[22:14:06	]C17:RCT.YELLO-32 ran SAM command 'hp' with arguments: '32' '100'
[22:14:06	]C24:RL.XRAY-74 ran 'Equip' on item 'MP-155' (#2688149)
[22:14:06	]Anders Stauning entered observer.
[22:14:07	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[22:14:08	]Pavel Artyomov ran 'EquipUn' on item 'Tikhar Ball Rifle' (#2688152)
[22:14:08	][IC] C24:OTAGUY.OTA-37: <:: Kept you waiting, huh? ::>
[22:14:08	]Pavel Artyomov ran 'Equip' on item 'Tikhar Ball Rifle' (#2688152)
[22:14:09	]Pavel Artyomov ran 'EquipUn' on item 'Tikhar Ball Rifle' (#2688152)
[22:14:10	]Pavel Artyomov ran 'Equip' on item 'Tikhar Ball Rifle' (#2688152)
[22:14:10	]C24:i5.COURIER-06 entered observer.
[22:14:10	]C17:RCT.YELLO-32 ran SAM command 'hp' with arguments: '32' '100'
[22:14:10	]Pavel Artyomov ran 'EquipUn' on item 'Tikhar Ball Rifle' (#2688152)
[22:14:11	]C17:RCT.YELLO-32 is no longer unconscious from critical wounds.
[22:14:11	]C17:RCT.YELLO-32 is fully healed.
[22:14:11	]Pavel Artyomov ran 'Equip' on item 'Tikhar Ball Rifle' (#2688152)
[22:14:12	]C24:i5.COURIER-06 exited observer at their location.
[22:14:12	]Pavel Artyomov used command '/ToggleRaise'.
[22:14:12	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:14:13	]C24:i5.COURIER-06 entered observer.
[22:14:14	][IC] C24:RCT.YELLO-11: <:: I HBAD NO IDEA SIR!!! ::>
[22:14:15	][Y] Michael Daniels: Papasha.
[22:14:17	]C17:RCT.YELLO-32 used command '/CharStopBleedout 32'.
[22:14:17	]Anders Stauning exited observer at their location.
[22:14:18	]C24:i5.COURIER-06 exited observer at their location.
[22:14:18	]C24:i5.COURIER-06 entered observer.
[22:14:18	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:14:19	]C24:i5.COURIER-06 exited observer at their location.
[22:14:19	]C17:RCT.YELLO-32 ran SAM command 'armor' with arguments: '32' '50'
[22:14:20	]C24:i5.COURIER-06 entered observer.
[22:14:20	]C17:RCT.YELLO-32 entered observer.
[22:14:21	]C17:RCT.YELLO-32 exited observer at their location.
[22:14:21	][IC] Hank J. Wimleton: Bro.
[22:14:22	]Gerome Gentry has gained 0 chips.
[22:14:22	]Gerome Gentry has gained a 'Spas-12' #2688160.
[22:14:24	]Gerome Gentry ran 'Equip' on item 'Overwatch Standard-Issue Pulse Rifle' (#2688145)
[22:14:24	][OOC] C24:OTAGUY.OTA-37: what song is next
[22:14:25	]Gerome Gentry used command '/ToggleRaise'.
[22:14:25	][IC] Hank J. Wimleton: Ur not making it out alive.
[22:14:25	]C24:RL.XRAY-74 has given himself a kit_eft_mp155_ultima.
[22:14:25	]C24:RL.XRAY-74 has gained a 'Ultima bodykit' #2688161.
[22:14:26	]C24:RL.XRAY-74 has given himself a tac_eft_mp155_ultima_camera.
[22:14:26	][IC] Pavel Artyomov: This is the true MVP.
[22:14:26	]C24:RL.XRAY-74 has gained a 'MP-155 Ultima thermal camera' #2688162.
[22:14:26	]Tamara Lahtizer used command '/PM 74 Attention, Ultima. Please call the C.C.D.E Front Desk.'.
[22:14:28	]Hank J. Wimleton used the 'John Doe' vendor.
[22:14:28	]C24:RL.XRAY-74 has given himself a stock_eft_mp155_ultima_l.
[22:14:28	]C24:RL.XRAY-74 has gained a 'Ultima polymer stock (large recoil pad)' #2688163.
[22:14:28	]Gerome Gentry ran 'Equip' on item 'Spas-12' (#2688160)
[22:14:29	]Gerome Gentry used command '/ToggleRaise'.
[22:14:30	]Gerome Gentry ran 'EquipUn' on item 'Overwatch Standard-Issue Pulse Rifle' (#2688145)
[22:14:30	]Gerome Gentry ran 'Equip' on item 'Spas-12' (#2688160)
[22:14:30	]Gerome Gentry used command '/ToggleRaise'.
[22:14:31	]C24:RL.XRAY-74 has lost a 'Ultima bodykit' #2688161.
[22:14:32	]C24:i5.COURIER-06 has given himself a breach.
[22:14:32	]C24:i5.COURIER-06 has gained a 'Breaching Charge' #2688164.
[22:14:32	][IC] Pavel Artyomov: Bruh.
[22:14:32	]Gerome Gentry ran 'EquipUn' on item 'Spas-12' (#2688160)
[22:14:33	]Gerome Gentry ran 'Equip' on item 'Spas-12' (#2688160)
[22:14:33	]Gerome Gentry ran 'EquipUn' on item 'Spas-12' (#2688160)
[22:14:35	]Gerome Gentry ran 'Equip' on item 'Spas-12' (#2688160)
[22:14:35	]Gerome Gentry used command '/ToggleRaise'.
[22:14:36	]C24:RL.XRAY-74 has lost a 'Ultima polymer stock (large recoil pad)' #2688163.
[22:14:36	][IC] C24:RCT.YELLO-11: <:: Dont tread on my by metallica. ::>
[22:14:37	]C24:i5.COURIER-06 ran 'Place' on item 'Breaching Charge' (#2688164)
[22:14:38	]C24:RL.XRAY-74 has lost a 'MP-155 Ultima thermal camera' #2688162.
[22:14:40	][Y] Anders Stauning: Who wants awp?
[22:14:41	]C17:RCT.YELLO-32 used the 'John Doe' vendor.
[22:14:42	]C24:OTAGUY.OTA-37 used command '/ToggleRaise'.
[22:14:44	][IC] C24:RCT.YELLO-11: <:: Erm. ::>
[22:14:45	]M!NT (STEAM_0:1:120751263) has disconnected.
[22:14:46	]C24.RL.KRAHSLAYER-77 used the 'John Doe' vendor.
[22:14:48	]Pavel Artyomov used command '/ToggleRaise'.
[22:14:48	][Y] Anders Stauning: Who wants awp?
[22:14:49	][Y] Anders Stauning: Who wants awp?
[22:14:50	]C24:i5.COURIER-06 has given himself a breach.
[22:14:50	]C24:i5.COURIER-06 has gained a 'Breaching Charge' #2688165.
[22:14:52	]C24:i5.COURIER-06 ran 'Place' on item 'Breaching Charge' (#2688165)
[22:14:52	]Gerome Gentry ran 'Equip' on item 'Overwatch Standard-Issue Pulse Rifle' (#2688145)
[22:14:53	]Gerome Gentry ran 'Equip' on item 'Overwatch Standard-Issue Pulse Rifle' (#2688145)
[22:14:54	]Gerome Gentry ran 'EquipUn' on item 'Spas-12' (#2688160)
[22:14:54	]Guomundur  Einarsson destroyed a 'OSPR2A-EXP' #2688153.
[22:14:54	]Gerome Gentry ran 'Equip' on item 'Overwatch Standard-Issue Pulse Rifle' (#2688145)
[22:14:55	]Gerome Gentry used command '/ToggleRaise'.
[22:14:55	]C24.RL.KRAHSLAYER-77 used command '/ToggleRaise'.
[22:14:55	]C24:RL.XRAY-74 ran 'EquipUn' on item 'MP-155' (#2688149)
[22:14:56	]C24:i5.COURIER-06 ran 'Place' on item 'Breaching Charge' (#2688165)
[22:14:56	]Gerome Gentry ran 'drop' on item 'Spas-12' (#2688160)
[22:14:56	]Gerome Gentry has lost a 'Spas-12' #2688160.
[22:14:56	]C17:RCT.YELLO-32 has gained 0 chips.
[22:14:56	]C17:RCT.YELLO-32 has gained a 'Overwatch Standard-Issue Carbine' #2688166.
[22:14:57	]Gerome Gentry used the 'John Doe' vendor.
[22:14:57	]C24:RL.XRAY-74 ran 'drop' on item 'MP-155' (#2688149)
[22:14:57	]C24:RL.XRAY-74 has lost a 'MP-155' #2688149.
[22:14:57	][Y] Hank J. Wimleton: You arent meanty to be taking awps lol.
[22:14:58	]C24:RL.XRAY-74 has used a context menu option with the name: remove
[22:15:00	]C24:i5.COURIER-06 ran 'Place' on item 'Breaching Charge' (#2688165)
[22:15:01	]Pavel Artyomov ran 'EquipUn' on item 'Tikhar Ball Rifle' (#2688152)
[22:15:01	]C17:RCT.YELLO-32 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2688166)
[22:15:02	]Pavel Artyomov ran 'Equip' on item 'Bastard Submachine Gun' (#2688133)
[22:15:02	]Pavel Artyomov used command '/ToggleRaise'.
[22:15:03	]Michael Daniels used command '/ToggleRaise'.
[22:15:03	]C17:RCT.YELLO-32 ran 'EquipUn' on item 'Overwatch Heavy Shotgun' (#2688142)
[22:15:03	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688147)
[22:15:04	]C17:RCT.YELLO-32 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2688166)
[22:15:04	]Guomundur  Einarsson used command '/ActSit 8'.
[22:15:04	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688147)
[22:15:05	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688147)
[22:15:05	]C17:RCT.YELLO-32 ran 'EquipUn' on item 'Overwatch Standard-Issue Carbine' (#2688166)
[22:15:06	]Gerome Gentry has gained 0 chips.
[22:15:06	]Gerome Gentry has gained a 'Suppressor Light Machinegun' #2688167.
[22:15:06	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688147)
[22:15:06	]C17:RCT.YELLO-32 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2688166)
[22:15:07	][Y] Hank J. Wimleton: Actually one guy nvm.
[22:15:07	]C17:RCT.YELLO-32 ran 'EquipUn' on item 'Overwatch Standard-Issue Carbine' (#2688166)
[22:15:08	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688147)
[22:15:08	]C17:RCT.YELLO-32 ran 'Equip' on item 'Overwatch Standard-Issue Carbine' (#2688166)
[22:15:09	]C24:RL.XRAY-74 entered observer.
[22:15:09	]Tamara Lahtizer ran 'Equip' on item 'MP7A1' (#2688147)
[22:15:11	]Gerome Gentry ran 'EquipUn' on item 'Overwatch Standard-Issue Pulse Rifle' (#2688145)
[22:15:11	]Gerome Gentry used command '/ToggleRaise'.
[22:15:13	]Gerome Gentry ran 'Equip' on item 'Suppressor Light Machinegun' (#2688167)
[22:15:13	]C24:i5.COURIER-06 has used a context menu option with the name: rb655_door_lock
[22:15:13	]Gerome Gentry used command '/ToggleRaise'.
[22:15:14	]Tamara Lahtizer ran 'take' on item 'Spas-12' (#2688160)
[22:15:14	]Tamara Lahtizer has gained a 'Spas-12' #2688160.
[22:15:15	][IC] Hank J. Wimleton: I can take it.
[22:15:17	][IC] Hank J. Wimleton: If you dont need it.
[22:15:17	][IC] Guomundur  Einarsson: Do it.
[22:15:17	][OOC] C17:RCT.YELLO-32: any gun right
[22:15:17	]Tamara Lahtizer ran 'EquipUn' on item 'MP7A1' (#2688147)
[22:15:18	]C24:RL.XRAY-74 exited observer at their location.
[22:15:18	]Tamara Lahtizer ran 'Equip' on item 'Spas-12' (#2688160)
[22:15:19	][IC] Guomundur  Einarsson: I aint scared.
[22:15:20	]Anders Stauning ran 'EquipUn' on item 'AWP' (#2688137)
[22:15:20	][IC] Guomundur  Einarsson: Do it.
[22:15:21	]Anders Stauning ran 'drop' on item 'AWP' (#2688137)
[22:15:21	]Anders Stauning has lost a 'AWP' #2688137.
[22:15:23	]Hank J. Wimleton ran 'EquipUn' on item 'AKM' (#2688151)
[22:15:23	][IC] Guomundur  Einarsson: I aint scared.
[22:15:24	][OOC] C24.RL.KRAHSLAYER-77: any gun but only 1 person can have AWP
[22:15:24	]Hank J. Wimleton ran 'drop' on item 'AKM' (#2688151)
[22:15:24	]Hank J. Wimleton has lost a 'AKM' #2688151.
[22:15:25	]Hank J. Wimleton ran 'take' on item 'AWP' (#2688137)
[22:15:25	]Hank J. Wimleton has gained a 'AWP' #2688137.
[22:15:26	]C24:i5.COURIER-06 exited observer at their location.
[22:15:28	]Anders Stauning ran 'Equip' on item 'AKM' (#2687875)
[22:15:29	]Hank J. Wimleton ran 'Equip' on item 'AWP' (#2688137)
[22:15:29	][OOC] Tamara Lahtizer: They never said we couldn't take *two guns*.. Hehehehe
[22:15:30	]C24:i5.COURIER-06 has used a context menu option with the name: remove
[22:15:31	]C24:RL.XRAY-74 has given himself a cmb_psmg.
[22:15:31	]Anders Stauning destroyed a 'AKM' #2688151.
[22:15:31	]Hank J. Wimleton used command '/ToggleRaise'.
[22:15:31	]C24:RL.XRAY-74 has gained a 'Overwatch Pulse Submachine-gun' #2688168.
[22:15:32	]C24:i5.COURIER-06 entered observer.
[22:15:32	]C24:RL.XRAY-74 ran 'Equip' on item 'Overwatch Pulse Submachine-gun' (#2688168)
[22:15:32	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[22:15:33	][IC] C24:RCT.YELLO-11: <:: I can only count to 4. ::>
[22:15:34	]C24:RL.XRAY-74 ran 'EquipUn' on item 'Overwatch Pulse Submachine-gun' (#2688168)
[22:15:34	]Gerome Gentry ran 'drop' on item 'Suppressor Light Machinegun' (#2688167)
[22:15:34	]Gerome Gentry has lost a 'Suppressor Light Machinegun' #2688167.
[22:15:34	]C24:RL.XRAY-74 ran 'Equip' on item 'Overwatch Pulse Submachine-gun' (#2688168)
[22:15:35	]C24:RL.XRAY-74 ran 'EquipUn' on item 'Overwatch Pulse Submachine-gun' (#2688168)
[22:15:36	]C24:RL.XRAY-74 ran 'Equip' on item 'Overwatch Pulse Submachine-gun' (#2688168)
[22:15:36	]C24.RL.KRAHSLAYER-77 has hit C24:RL.XRAY-74 in the head dealing 31 damage (CritChance was 0.14).
[22:15:36	]C24:RL.XRAY-74 has taken 31 damage from C24.RL.KRAHSLAYER-77.
[22:15:36	]Gerome Gentry used the 'John Doe' vendor.
[22:15:36	]C24:RL.XRAY-74 ran 'EquipUn' on item 'Overwatch Pulse Submachine-gun' (#2688168)
[22:15:36	]Guomundur  Einarsson used command '/ExitAct'.
[22:15:37	]C24:RL.XRAY-74 ran 'Equip' on item 'Overwatch Pulse Submachine-gun' (#2688168)
[22:15:38	]Anders Stauning destroyed a 'Suppressor Light Machinegun' #2688167.
[22:15:38	]C24:RL.XRAY-74 ran 'EquipUn' on item 'Overwatch Pulse Submachine-gun' (#2688168)
[22:15:39	]C24:RL.XRAY-74 ran 'Equip' on item 'Overwatch Pulse Submachine-gun' (#2688168)
[22:15:39	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[22:15:40	]Male_07 used the 'John Doe' vendor.
[22:15:41	]C24: i2.MCNULTY-19 used command '/Radio call the elevator down'.
[22:15:41	]Guomundur  Einarsson ran 'drop' on item 'Bandage Roll' (#2688045)
[22:15:41	]Guomundur  Einarsson has lost a 'Bandage Roll' #2688045.
[22:15:43	]C24:RL.XRAY-74 ran SAM command 'hp' with arguments: '^' '100'
[22:15:43	]C24: i2.MCNULTY-19 ran SAM command 'sethp' with arguments: '*' '100'
[22:15:43	]C24:i5.COURIER-06 has used a context menu option with the name: remove
[22:15:44	]C24: i2.MCNULTY-19 is fully healed.
[22:15:44	]Hank J. Wimleton used command '/ToggleRaise'.
[22:15:46	]C24:RL.XRAY-74 is fully healed.
[22:15:46	]Anders Stauning has given himself a breach.
[22:15:46	]Anders Stauning has gained a 'Breaching Charge' #2688169.
[22:15:47	]Anders Stauning has given himself a breach.
[22:15:47	]Anders Stauning has gained a 'Breaching Charge' #2688170.
[22:15:48	]Anders Stauning has given himself a lockbreacher.
[22:15:48	]Anders Stauning has gained a 'Combine Lock Breacher' #2688171.
[22:15:49	]C24: i2.MCNULTY-19 ran SAM command 'setarmor' with arguments: '*' '50'
[22:15:49	]Anders Stauning has given himself a breach.
[22:15:49	]Anders Stauning has gained a 'Breaching Charge' #2688172.
[22:15:53	]Guomundur  Einarsson used the 'John Doe' vendor.
[22:15:54	]Guomundur  Einarsson has gained 0 chips.
[22:15:55	]C24:i5.COURIER-06 has used a context menu option with the name: door_lockunlock
[22:15:55	]Guomundur  Einarsson has gained 0 chips.
[22:15:55	]Anders Stauning ran 'Consume' on item 'Headcrab Jambalaya' (#2687979)
[22:15:55	]Anders Stauning has gained a level 5 long boost in Agility.
[22:15:56	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[22:15:56	]Gerome Gentry has gained 0 chips.
[22:15:56	]Gerome Gentry has gained a 'MP-153' #2688173.
[22:15:57	]Tamara Lahtizer ran 'EquipUn' on item 'Spas-12' (#2688160)
[22:15:58	]Guomundur  Einarsson ran 'combine' on item 'Suitcase' (#1310953)
[22:15:58	]Tamara Lahtizer ran 'Equip' on item 'Spas-12' (#2688160)
[22:15:59	]C24:i5.COURIER-06 has used a context menu option with the name: rb655_door_lock
[22:15:59	]Guomundur  Einarsson ran 'combine' on item 'Suitcase' (#1310953)
[22:16:00	]Gerome Gentry ran 'Equip' on item 'MP-153' (#2688173)
[22:16:00	]Tamara Lahtizer ran 'EquipUn' on item 'Spas-12' (#2688160)
[22:16:00	]Guomundur  Einarsson ran 'combine' on item 'Suitcase' (#1310953)
[22:16:00	]Gerome Gentry used command '/ToggleRaise'.
[22:16:00	]C24:i5.COURIER-06 has used a context menu option with the name: rb655_door_open
[22:16:01	]Tamara Lahtizer ran 'Equip' on item 'Spas-12' (#2688160)
[22:16:01	]Anders Stauning has given himself a lockbreacher.
[22:16:01	]Anders Stauning has gained a 'Combine Lock Breacher' #2688174.
[22:16:02	]Guomundur  Einarsson ran 'combine' on item 'Suitcase' (#1310953)
[22:16:02	]Anders Stauning has given himself a breach.
[22:16:02	]Guomundur  Einarsson ran 'combine' on item 'Suitcase' (#1310953)
[22:16:02	]Anders Stauning has gained a 'Breaching Charge' #2688175.
[22:16:03	]Tamara Lahtizer ran 'EquipUn' on item 'Spas-12' (#2688160)
[22:16:03	]Guomundur  Einarsson ran 'combine' on item 'Suitcase' (#1310953)
[22:16:04	]C24:i5.COURIER-06 has used a context menu option with the name: rb655_door_unlock
[22:16:04	]Tamara Lahtizer ran 'Equip' on item 'Spas-12' (#2688160)
[22:16:05	]Tamara Lahtizer ran 'EquipUn' on item 'Spas-12' (#2688160)
[22:16:06	]C24:i5.COURIER-06 has used a context menu option with the name: rb655_door_open
[22:16:07	]Tamara Lahtizer ran 'Equip' on item 'Spas-12' (#2688160)
[22:16:08	][OOC] Michael Daniels: deagle backup
[22:16:09	]Guomundur  Einarsson used the 'John Doe' vendor.
[22:16:09	]Michael Daniels used the 'John Doe' vendor.
[22:16:10	]Gerome Gentry ran 'EquipUn' on item 'MP-153' (#2688173)
[22:16:10	]C24:i5.COURIER-06 has used a context menu option with the name: rb655_door_lock
[22:16:11	]Male_07 has gained 0 chips.
[22:16:11	]Male_07 has gained a 'Uzi' #2688176.
[22:16:11	]Gerome Gentry used command '/ToggleRaise'.
[22:16:12	]Gerome Gentry ran 'Equip' on item 'MP-153' (#2688173)
[22:16:12	]Gerome Gentry used command '/ToggleRaise'.
[22:16:13	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:15	]Pavel Artyomov used command '/ToggleRaise'.
[22:16:16	]C24:i5.COURIER-06 has used a context menu option with the name: rb655_door_unlock
[22:16:16	]Male_07 ran 'drop' on item 'Mini-14' (#2688141)
[22:16:16	]Male_07 has lost a 'Mini-14' #2688141.
[22:16:17	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:18	]C24:i5.COURIER-06 has used a context menu option with the name: rb655_door_open
[22:16:18	][IC] C24:OTAGUY.OTA-37: <:: 11. ::>
[22:16:18	]Male_07 used command '/ToggleRaise'.
[22:16:18	]Michael Daniels has gained 0 chips.
[22:16:18	]Michael Daniels has gained a 'Glock 17' #2688177.
[22:16:20	]C24:i5.COURIER-06 has used a context menu option with the name: remove
[22:16:21	][Y] C24:OTAGUY.OTA-37: <:: 11. ::>
[22:16:22	]Michael Daniels ran 'Equip' on item 'Glock 17' (#2688177)
[22:16:23	][OOC] C17:RCT.YELLO-32: Oh my fucking god chicken + rice + potatoes + carrots is delicious
[22:16:25	]Male_07 destroyed a 'Mini-14' #2688141.
[22:16:25	]Michael Daniels used command '/ToggleRaise'.
[22:16:27	]Gerome Gentry ran 'EquipUn' on item 'MP-153' (#2688173)
[22:16:27	][IC] C24:RCT.YELLO-11: <:: 1. ::>
[22:16:27	]Gerome Gentry ran 'Equip' on item 'Overwatch Standard-Issue Pulse Rifle' (#2688145)
[22:16:28	]Gerome Gentry used command '/ToggleRaise'.
[22:16:28	][IC] C24:RCT.YELLO-11: <:: 2. ::>
[22:16:29	]Guomundur  Einarsson has gained 0 chips.
[22:16:29	]Guomundur  Einarsson has gained a 'Overwatch Pulse Submachine-gun' #2688178.
[22:16:29	][IC] C24:RCT.YELLO-11: <:: 3. ::>
[22:16:30	][IC] C24:RCT.YELLO-11: <:: 4. ::>
[22:16:30	]Male_07 ran 'EquipUn' on item 'Uzi' (#2688176)
[22:16:31	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:31	][IC] C24:OTAGUY.OTA-37: <:: No. ::>
[22:16:31	]Guomundur  Einarsson ran 'Equip' on item 'Overwatch Pulse Submachine-gun' (#2688178)
[22:16:31	]Tamara Lahtizer ran 'EquipUn' on item 'Spas-12' (#2688160)
[22:16:32	]Male_07 ran 'EquipUn' on item 'Uzi' (#2688176)
[22:16:32	]C24:RL.XRAY-74 used command '/ToggleRaise'.
[22:16:32	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:33	]Male_07 ran 'EquipUn' on item 'Uzi' (#2688176)
[22:16:33	]Guomundur  Einarsson ran 'EquipUn' on item 'PPSH-41' (#2688136)
[22:16:34	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:34	]Guomundur  Einarsson ran 'Equip' on item 'Overwatch Pulse Submachine-gun' (#2688178)
[22:16:34	]Tamara Lahtizer used the 'John Doe' vendor.
[22:16:34	]Male_07 ran 'EquipUn' on item 'Uzi' (#2688176)
[22:16:35	][IC] C24:RCT.YELLO-11: <:: I can only count to 4.. ::>
[22:16:35	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:36	]Male_07 ran 'EquipUn' on item 'Uzi' (#2688176)
[22:16:36	]Tamara Lahtizer has gained 0 chips.
[22:16:36	][IC] C24:RL.XRAY-74: <:: Yeah. ::>
[22:16:37	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:37	][OOC] Anders Stauning: delicious
[22:16:37	]Male_07 ran 'EquipUn' on item 'Uzi' (#2688176)
[22:16:38	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:39	]Male_07 ran 'EquipUn' on item 'Uzi' (#2688176)
[22:16:39	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:40	]Male_07 ran 'EquipUn' on item 'Uzi' (#2688176)
[22:16:41	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:41	]Male_07 ran 'EquipUn' on item 'Uzi' (#2688176)
[22:16:42	]C24: i2.MCNULTY-19 has gained level 18 in the Speed skill.
[22:16:42	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:43	]Male_07 ran 'EquipUn' on item 'Uzi' (#2688176)
[22:16:44	]Male_07 ran 'Equip' on item 'Uzi' (#2688176)
[22:16:45	]Male_07 used command '/ToggleRaise'.
[22:16:47	]Anders Stauning entered observer.
[22:16:48	]C24:i5.COURIER-06 has used a context menu option with the name: remove
[22:16:52	]Anders Stauning exited observer at their location.
[22:16:52	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'AWP' (#2688135)
[22:16:53	]C24: i2.MCNULTY-19 ran 'Equip' on item 'AWP' (#2688135)
[22:16:54	]C24: i2.MCNULTY-19 ran 'EquipUn' on item 'AWP' (#2688135)
[22:16:54	]C24: i2.MCNULTY-19 ran 'Equip' on item 'AWP' (#2688135)
[22:16:55	]Anders Stauning entered observer.
[22:16:55	]Tamara Lahtizer has gained 0 chips.
[22:16:55	]Tamara Lahtizer has gained a 'G3A3' #2688179.
[22:16:56	]C24:i5.COURIER-06 has used a context menu option with the name: remove
[22:16:58	]Tamara Lahtizer ran 'Equip' on item 'G3A3' (#2688179)
[22:16:59	][OOC] Gerome Gentry: r we ready 
[22:17:00	]C24:i5.COURIER-06 used command '/Announce start when music'.
[22:17:01	]Tamara Lahtizer ran 'EquipUn' on item 'G3A3' (#2688179)
[22:17:01	]Guomundur  Einarsson ran 'EquipUn' on item 'Overwatch Pulse Submachine-gun' (#2688178)
[22:17:02	]Tamara Lahtizer ran 'Equip' on item 'G3A3' (#2688179)
[22:17:02	]Anders Stauning exited observer at their location.
[22:17:02	]Guomundur  Einarsson ran 'Equip' on item 'PPSH-41' (#2688136)
[22:17:03	]C24:RL.XRAY-74 ran 'EquipUn' on item 'Overwatch Pulse Submachine-gun' (#2688168)
[22:17:03	]Tamara Lahtizer ran 'EquipUn' on item 'G3A3' (#2688179)
[22:17:04	][OOC] C24:OTAGUY.OTA-37: no rations for u
[22:17:04	]C24:RL.XRAY-74 ran 'Equip' on item 'Overwatch Pulse Submachine-gun' (#2688168)
[22:17:04	]C24:RCT.YELLO-11 used command '/Radio what the flip??'.
